Index,GloOfs,RelOfs,Child,Parent,Xpos,Ypos,Zpos,Xtile,Ytile,Status,Status_S,Affect,BaseFrame,BaseFrame_S,Frame,OldFrame,Life,WhoShotMe,Model,Model_S,State,State_S,Angle,Angle_S,ZAngle,Connected
10,59316,26542,0,26872,8984,3160,384,35,12,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0
11,59346,26572,0,26782,8984,3672,384,35,14,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0
12,59376,26602,0,26752,8984,4184,384,35,16,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0
13,59406,26632,0,26812,8984,3928,384,35,15,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0
14,59436,26662,0,26722,8984,4440,384,35,17,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0
15,59466,26692,26332,0,8984,4696,384,35,18,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0
16,59496,26722,26662,0,8984,4568,384,35,17,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0
17,59526,26752,26602,0,8984,4312,384,35,16,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0
18,59556,26782,26572,0,8984,3800,384,35,14,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0
19,59586,26812,26632,0,8984,4056,384,35,15,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0
20,59616,26842,0,0,8552,6680,256,33,26,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,2724,618,50,0,5,TM_OBJECT,1,OS_PHONE_BOOTH,128,TA_NORTHEAST,0,0
21,59646,26872,26542,35302,8984,3288,384,35,12,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0
22,59676,26902,26512,0,8984,3544,384,35,13,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0
23,59706,26932,26422,0,8984,2264,384,35,8,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0
24,59736,26962,26392,0,8984,2520,384,35,9,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0
25,59766,26992,26452,0,8984,2776,384,35,10,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0
26,59796,27022,26482,0,8980,3020,384,35,11,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0
27,59826,27052,0,0,10112,7296,504,39,28,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,4632,1041,100,0,5,TM_OBJECT,6,OS_TRAFFIC_ORB_RED_RED,29,TA_SOUTH,0,0
28,59856,27082,0,0,10548,6828,256,41,26,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,2521,561,50,0,5,TM_OBJECT,25,OS_MAILBOX,192,TA_NORTHWEST,0,0
29,59886,27112,0,31192,26388,3436,256,103,13,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,2725,619,50,0,5,TM_OBJECT,1,OS_PHONE_BOOTH,64,TA_SOUTHEAST,0,0
30,59916,27142,0,0,16780,5940,256,65,23,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,2724,618,50,0,5,TM_OBJECT,1,OS_PHONE_BOOTH,0,TA_SOUTHWEST,0,0
31,59946,27172,0,0,15848,11384,256,61,44,4,TS_MAPWHO,0,1085,OB_DOOR_SMALL_UPDOWN,4725,1086,40,0,5,TM_OBJECT,12,OS_DOOR,64,TA_SOUTHEAST,0,0
32,59976,27202,0,0,11792,15600,896,46,60,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1049,OB_NEONSIGN_MEDIUM_BLUE,4848,1049,50,0,5,TM_OBJECT,10,OS_NEON_SIGN,0,TA_SOUTHWEST,0,0
33,60006,27232,0,0,11784,14584,896,46,56,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1049,OB_NEONSIGN_MEDIUM_BLUE,4849,1049,50,0,5,TM_OBJECT,10,OS_NEON_SIGN,0,TA_SOUTHWEST,0,0
34,60036,27262,0,0,11788,13556,896,46,52,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1049,OB_NEONSIGN_MEDIUM_BLUE,4848,1049,50,0,5,TM_OBJECT,10,OS_NEON_SIGN,0,TA_SOUTHWEST,0,0
35,60066,27292,0,0,11792,12528,896,46,48,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1049,OB_NEONSIGN_MEDIUM_BLUE,4850,1049,50,0,5,TM_OBJECT,10,OS_NEON_SIGN,0,TA_SOUTHWEST,0,0
36,60096,27322,0,0,11792,10480,896,46,40,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1049,OB_NEONSIGN_MEDIUM_BLUE,4640,1049,50,0,5,TM_OBJECT,10,OS_NEON_SIGN,0,TA_SOUTHWEST,0,0
37,60126,27352,0,0,11780,9452,896,46,36,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1049,OB_NEONSIGN_MEDIUM_BLUE,4848,1049,50,0,5,TM_OBJECT,10,OS_NEON_SIGN,0,TA_SOUTHWEST,0,0
38,60156,27382,0,0,11788,8692,896,46,33,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1049,OB_NEONSIGN_MEDIUM_BLUE,4851,1049,50,0,5,TM_OBJECT,10,OS_NEON_SIGN,0,TA_SOUTHWEST,0,0
39,60186,27412,0,0,11004,6484,256,42,25,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_TREE_IN_POT,2288,558,50,0,5,TM_OBJECT,22,OS_TREE,0,TA_SOUTHWEST,0,0
40,60216,27442,0,0,11756,6468,256,45,25,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_TREE_IN_POT,2288,558,50,0,5,TM_OBJECT,22,OS_TREE,0,TA_SOUTHWEST,0,0
41,60246,27472,0,0,21880,9480,1024,85,37,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8658,1959,65534,0,5,TM_OBJECT,32,OS_WINDOWS_TRANSPARENT,128,TA_NORTHEAST,0,0
42,60276,27502,0,0,20344,9480,768,79,37,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8658,1959,65534,0,5,TM_OBJECT,32,OS_WINDOWS_TRANSPARENT,128,TA_NORTHEAST,0,0
43,60306,27532,0,0,22648,8200,640,88,32,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8267,1960,65534,0,5,TM_OBJECT,37,OS_WINDOWS_TRANSPARENT3,192,TA_NORTHWEST,0,0
44,60336,27562,0,0,11376,6384,256,44,24,4,TS_MAPWHO,0,1093,OB_DOOR_SMALL_SWING,4734,1093,40,0,5,TM_OBJECT,12,OS_DOOR,0,TA_SOUTHWEST,0,0
45,60366,27592,0,0,8296,4840,256,32,18,4,TS_MAPWHO,0,1093,OB_DOOR_SMALL_SWING,4734,1093,40,0,5,TM_OBJECT,12,OS_DOOR,0,TA_SOUTHWEST,0,0
46,60396,27622,0,0,0,0,0,0,0,0,TS_NONE,0,0,OB_NONE,0,0,0,0,0,TM_NONE,0,OS_NONE,0,TA_SOUTHWEST,0,0
47,60426,27652,0,0,0,0,0,0,0,0,TS_NONE,0,0,OB_NONE,0,0,0,0,0,TM_NONE,0,OS_NONE,0,TA_SOUTHWEST,0,0
48,60456,27682,0,28612,15432,4904,256,60,19,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,2460,562,50,0,5,TM_OBJECT,26,OS_TRASHCAN,128,TA_NORTHEAST,0,0
49,60486,27712,0,0,15228,4996,256,59,19,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,2460,562,50,0,5,TM_OBJECT,26,OS_TRASHCAN,128,TA_NORTHEAST,0,0
50,60516,27742,41194,0,15000,4920,256,58,19,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,2460,562,50,0,5,TM_OBJECT,26,OS_TRASHCAN,128,TA_NORTHEAST,0,0
51,60546,27772,0,0,15120,5136,256,59,20,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,2460,562,50,0,5,TM_OBJECT,26,OS_TRASHCAN,128,TA_NORTHEAST,0,0
52,60576,27802,15366,28552,14136,4952,256,55,19,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,2460,562,50,0,5,TM_OBJECT,26,OS_TRASHCAN,192,TA_NORTHWEST,0,0
53,60606,27832,0,0,13968,5056,256,54,19,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,2460,562,50,0,5,TM_OBJECT,26,OS_TRASHCAN,192,TA_NORTHWEST,0,0
54,60636,27862,0,0,19852,6836,256,77,26,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,2460,562,50,0,5,TM_OBJECT,26,OS_TRASHCAN,192,TA_NORTHWEST,0,0
55,60666,27892,0,0,19588,6556,256,76,25,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,2460,562,50,0,5,TM_OBJECT,26,OS_TRASHCAN,192,TA_NORTHWEST,0,0
56,60696,27922,0,28792,14568,4744,1152,56,18,6,TS_UNKNOWN_2 | TS_MAPWHO,0,571,OB_BILLBOARD_DRINK_SW,2883,571,50,0,5,TM_OBJECT,31,OS_BILLBOARD,192,TA_NORTHWEST,0,0
57,60726,27952,0,0,15704,4600,1024,61,17,6,TS_UNKNOWN_2 | TS_MAPWHO,0,572,OB_BILLBOARD_BULLFROG_SW,2558,572,50,0,5,TM_OBJECT,31,OS_BILLBOARD,192,TA_NORTHWEST,0,0
58,60756,27982,0,0,11388,12676,1280,44,49,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8267,1960,65534,0,5,TM_OBJECT,32,OS_WINDOWS_TRANSPARENT,192,TA_NORTHWEST,0,0
59,60786,28012,13894,0,11384,11144,1280,44,43,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8267,1960,65534,0,5,TM_OBJECT,37,OS_WINDOWS_TRANSPARENT3,192,TA_NORTHWEST,0,0
60,60816,28042,11318,0,11384,10760,1280,44,42,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8231,1966,65534,0,5,TM_OBJECT,36,OS_WINDOW_SILHOUTTE3,192,TA_NORTHWEST,0,0
61,60846,28072,0,0,11384,9864,1280,44,38,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8267,1960,65534,0,5,TM_OBJECT,32,OS_WINDOWS_TRANSPARENT,192,TA_NORTHWEST,0,0
62,60876,28102,0,0,11640,10376,1536,45,40,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8267,1960,65534,0,5,TM_OBJECT,32,OS_WINDOWS_TRANSPARENT,192,TA_NORTHWEST,0,0
63,60906,28132,0,0,11384,13064,1280,44,51,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8267,1960,65534,0,5,TM_OBJECT,37,OS_WINDOWS_TRANSPARENT3,192,TA_NORTHWEST,0,0
64,60936,28162,0,0,11384,12808,1280,44,50,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8267,1960,65534,0,5,TM_OBJECT,32,OS_WINDOWS_TRANSPARENT,192,TA_NORTHWEST,0,0
65,60966,28192,0,0,11384,12536,1280,44,48,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8267,1960,65534,0,5,TM_OBJECT,32,OS_WINDOWS_TRANSPARENT,192,TA_NORTHWEST,0,0
66,60996,28222,0,0,0,0,0,0,0,0,TS_NONE,0,0,OB_NONE,0,0,0,0,0,TM_NONE,0,OS_NONE,0,TA_SOUTHWEST,0,0
67,61026,28252,0,0,0,0,0,0,0,0,TS_NONE,0,0,OB_NONE,0,0,0,0,0,TM_NONE,0,OS_NONE,0,TA_SOUTHWEST,0,0
68,61056,28282,0,0,0,0,0,0,0,0,TS_NONE,0,0,OB_NONE,0,0,0,0,0,TM_NONE,0,OS_NONE,0,TA_SOUTHWEST,0,0
69,61086,28312,0,0,11616,15024,256,45,58,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,2460,562,50,0,5,TM_OBJECT,26,OS_TRASHCAN,0,TA_SOUTHWEST,0,0
70,61116,28342,0,0,11648,14128,256,45,55,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,2460,562,50,0,5,TM_OBJECT,26,OS_TRASHCAN,0,TA_SOUTHWEST,0,0
71,61146,28372,0,0,11644,12084,256,45,47,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,2460,562,50,0,5,TM_OBJECT,26,OS_TRASHCAN,0,TA_SOUTHWEST,0,0
72,61176,28402,0,0,11592,11048,256,45,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,2460,562,50,0,5,TM_OBJECT,26,OS_TRASHCAN,0,TA_SOUTHWEST,0,0
73,61206,28432,0,0,11632,10000,256,45,39,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,2460,562,50,0,5,TM_OBJECT,26,OS_TRASHCAN,0,TA_SOUTHWEST,0,0
74,61236,28462,0,0,11640,9016,256,45,35,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,2460,562,50,0,5,TM_OBJECT,26,OS_TRASHCAN,0,TA_SOUTHWEST,0,0
75,61266,28492,0,0,12476,8004,256,48,31,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,2460,562,50,0,5,TM_OBJECT,26,OS_TRASHCAN,0,TA_SOUTHWEST,0,0
76,61296,28522,0,0,16028,12948,256,62,50,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,2460,562,50,0,5,TM_OBJECT,26,OS_TRASHCAN,0,TA_SOUTHWEST,0,0
77,61326,28552,27802,0,14256,4896,512,55,19,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1063,OB_NEONSIGN_LARGE_RED,4918,1063,50,0,5,TM_OBJECT,10,OS_NEON_SIGN,0,TA_SOUTHWEST,0,0
78,61356,28582,0,0,14724,4876,512,57,19,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1063,OB_NEONSIGN_LARGE_RED,4654,1063,50,0,5,TM_OBJECT,10,OS_NEON_SIGN,0,TA_SOUTHWEST,0,0
79,61386,28612,27682,0,15552,4912,512,60,19,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1061,OB_NEONSIGN_LARGE_BLUE,4910,1061,50,0,5,TM_OBJECT,10,OS_NEON_SIGN,0,TA_SOUTHWEST,0,0
80,61416,28642,0,0,23064,6200,256,90,24,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,2521,561,50,0,5,TM_OBJECT,25,OS_MAILBOX,0,TA_SOUTHWEST,0,0
81,61446,28672,0,0,23052,5204,256,90,20,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,2521,561,50,0,5,TM_OBJECT,25,OS_MAILBOX,0,TA_SOUTHWEST,0,0
82,61476,28702,0,0,28520,7832,256,111,30,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,2521,561,50,0,5,TM_OBJECT,25,OS_MAILBOX,0,TA_SOUTHWEST,0,0
83,61506,28732,0,0,15880,8536,256,62,33,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,2521,561,50,0,5,TM_OBJECT,25,OS_MAILBOX,128,TA_NORTHEAST,0,0
84,61536,28762,0,0,16112,5808,256,62,22,6,TS_UNKNOWN_2 | TS_MAPWHO,0,50,VALUE_UNDEFINED,0,624,0,0,5,TM_OBJECT,11,OS_UNKNOWN_0B,128,TA_NORTHEAST,0,0
85,61566,28792,27922,0,14456,4824,256,56,18,4,TS_MAPWHO,0,1093,OB_DOOR_SMALL_SWING,4742,1099,40,0,5,TM_OBJECT,12,OS_DOOR,128,TA_NORTHEAST,0,0
86,61596,28822,0,0,15712,4800,256,61,18,4,TS_MAPWHO,0,1109,OB_DOOR_SMALL_UPDOWN2,4758,1109,40,0,5,TM_OBJECT,12,OS_DOOR,128,TA_NORTHEAST,0,0
87,61626,28852,0,0,17264,5808,256,67,22,4,TS_MAPWHO,0,1093,OB_DOOR_SMALL_SWING,4734,1093,40,0,5,TM_OBJECT,12,OS_DOOR,128,TA_NORTHEAST,0,0
88,61656,28882,0,0,25436,4292,256,99,16,4,TS_MAPWHO,0,1085,OB_DOOR_SMALL_UPDOWN,4723,1085,40,0,5,TM_OBJECT,12,OS_DOOR,128,TA_NORTHEAST,0,0
89,61686,28912,0,0,25004,4356,256,97,17,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,2521,561,50,0,5,TM_OBJECT,25,OS_MAILBOX,192,TA_NORTHWEST,0,0
90,61716,28942,0,0,25208,6056,256,98,23,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_TREE_IN_POT,2288,558,50,0,5,TM_OBJECT,22,OS_TREE,192,TA_NORTHWEST,0,0
91,61746,28972,0,0,25464,5016,128,99,19,6,TS_UNKNOWN_2 | TS_MAPWHO,0,2,OB_TREE_MEDIUM,1401,230,50,0,5,TM_OBJECT,22,OS_TREE,192,TA_NORTHWEST,0,0
92,61776,29002,0,0,24312,5432,128,94,21,6,TS_UNKNOWN_2 | TS_MAPWHO,0,2,OB_TREE_MEDIUM,1401,230,50,0,5,TM_OBJECT,22,OS_TREE,192,TA_NORTHWEST,0,0
93,61806,29032,0,0,24320,6352,128,95,24,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1,OB_TREE_LARGE,1396,227,50,0,5,TM_OBJECT,22,OS_TREE,192,TA_NORTHWEST,0,0
94,61836,29062,0,0,28288,6528,256,110,25,6,TS_UNKNOWN_2 | TS_MAPWHO,0,3,OB_TREE_SMALL,1409,233,50,0,5,TM_OBJECT,22,OS_TREE,192,TA_NORTHWEST,0,0
95,61866,29092,0,0,18148,8428,256,70,32,6,TS_UNKNOWN_2 | TS_MAPWHO,0,2,OB_TREE_MEDIUM,1401,230,50,0,5,TM_OBJECT,22,OS_TREE,192,TA_NORTHWEST,0,0
96,61896,29122,0,0,18152,8120,256,70,31,6,TS_UNKNOWN_2 | TS_MAPWHO,0,2,OB_TREE_MEDIUM,1401,230,50,0,5,TM_OBJECT,22,OS_TREE,192,TA_NORTHWEST,0,0
97,61926,29152,0,0,17308,9044,256,67,35,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1,OB_TREE_LARGE,1396,227,50,0,5,TM_OBJECT,22,OS_TREE,192,TA_NORTHWEST,0,0
98,61956,29182,0,0,6764,3572,256,26,13,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1,OB_TREE_LARGE,1396,227,50,0,5,TM_OBJECT,22,OS_TREE,192,TA_NORTHWEST,0,0
99,61986,29212,0,0,6532,3036,256,25,11,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1,OB_TREE_LARGE,1396,227,50,0,5,TM_OBJECT,22,OS_TREE,192,TA_NORTHWEST,0,0
100,62016,29242,0,29782,5860,3452,256,22,13,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1,OB_TREE_LARGE,1396,227,50,0,5,TM_OBJECT,22,OS_TREE,192,TA_NORTHWEST,0,0
101,62046,29272,0,0,5332,3580,256,20,13,6,TS_UNKNOWN_2 | TS_MAPWHO,0,2,OB_TREE_MEDIUM,1401,230,50,0,5,TM_OBJECT,22,OS_TREE,192,TA_NORTHWEST,0,0
102,62076,29302,0,0,5172,4444,256,20,17,6,TS_UNKNOWN_2 | TS_MAPWHO,0,2,OB_TREE_MEDIUM,1401,230,50,0,5,TM_OBJECT,22,OS_TREE,192,TA_NORTHWEST,0,0
103,62106,29332,0,0,6232,3256,256,24,12,6,TS_UNKNOWN_2 | TS_MAPWHO,0,2,OB_TREE_MEDIUM,1401,230,50,0,5,TM_OBJECT,22,OS_TREE,192,TA_NORTHWEST,0,0
104,62136,29362,0,0,6452,3628,256,25,14,6,TS_UNKNOWN_2 | TS_MAPWHO,0,2,OB_TREE_MEDIUM,1401,230,50,0,5,TM_OBJECT,22,OS_TREE,192,TA_NORTHWEST,0,0
105,62166,29392,0,29662,6648,2536,256,25,9,6,TS_UNKNOWN_2 | TS_MAPWHO,0,2,OB_TREE_MEDIUM,1401,230,50,0,5,TM_OBJECT,22,OS_TREE,192,TA_NORTHWEST,0,0
106,62196,29422,0,0,6728,2824,256,26,11,6,TS_UNKNOWN_2 | TS_MAPWHO,0,2,OB_TREE_MEDIUM,1401,230,50,0,5,TM_OBJECT,22,OS_TREE,192,TA_NORTHWEST,0,0
107,62226,29452,0,0,5728,2368,256,22,9,6,TS_UNKNOWN_2 | TS_MAPWHO,0,2,OB_TREE_MEDIUM,1401,230,50,0,5,TM_OBJECT,22,OS_TREE,192,TA_NORTHWEST,0,0
108,62256,29482,0,0,5168,2800,256,20,10,6,TS_UNKNOWN_2 | TS_MAPWHO,0,2,OB_TREE_MEDIUM,1401,230,50,0,5,TM_OBJECT,22,OS_TREE,192,TA_NORTHWEST,0,0
109,62286,29512,0,0,5616,3680,256,21,14,6,TS_UNKNOWN_2 | TS_MAPWHO,0,2,OB_TREE_MEDIUM,1401,230,50,0,5,TM_OBJECT,22,OS_TREE,192,TA_NORTHWEST,0,0
110,62316,29542,0,0,5720,2712,256,22,10,6,TS_UNKNOWN_2 | TS_MAPWHO,0,3,OB_TREE_SMALL,1409,233,50,0,5,TM_OBJECT,22,OS_TREE,192,TA_NORTHWEST,0,0
111,62346,29572,0,0,5512,2936,256,21,11,6,TS_UNKNOWN_2 | TS_MAPWHO,0,3,OB_TREE_SMALL,1409,233,50,0,5,TM_OBJECT,22,OS_TREE,192,TA_NORTHWEST,0,0
112,62376,29602,0,0,5148,3172,256,20,12,6,TS_UNKNOWN_2 | TS_MAPWHO,0,3,OB_TREE_SMALL,1409,233,50,0,5,TM_OBJECT,22,OS_TREE,192,TA_NORTHWEST,0,0
113,62406,29632,0,0,5908,2396,256,23,9,6,TS_UNKNOWN_2 | TS_MAPWHO,0,3,OB_TREE_SMALL,1409,233,50,0,5,TM_OBJECT,22,OS_TREE,192,TA_NORTHWEST,0,0
114,62436,29662,29392,0,6408,2408,256,25,9,6,TS_UNKNOWN_2 | TS_MAPWHO,0,3,OB_TREE_SMALL,1409,233,50,0,5,TM_OBJECT,22,OS_TREE,192,TA_NORTHWEST,0,0
115,62466,29692,0,0,6616,2232,256,25,8,6,TS_UNKNOWN_2 | TS_MAPWHO,0,3,OB_TREE_SMALL,1409,233,50,0,5,TM_OBJECT,22,OS_TREE,192,TA_NORTHWEST,0,0
116,62496,29722,0,0,6480,3456,256,25,13,6,TS_UNKNOWN_2 | TS_MAPWHO,0,3,OB_TREE_SMALL,1409,233,50,0,5,TM_OBJECT,22,OS_TREE,192,TA_NORTHWEST,0,0
117,62526,29752,0,0,6324,3628,256,24,14,6,TS_UNKNOWN_2 | TS_MAPWHO,0,3,OB_TREE_SMALL,1409,233,50,0,5,TM_OBJECT,22,OS_TREE,192,TA_NORTHWEST,0,0
118,62556,29782,29242,0,5656,3416,256,22,13,6,TS_UNKNOWN_2 | TS_MAPWHO,0,3,OB_TREE_SMALL,1409,233,50,0,5,TM_OBJECT,22,OS_TREE,192,TA_NORTHWEST,0,0
