GloOfs,RelOfs,Child,Parent,Xpos,Ypos,Zpos,Xtile,Ytile,Status,Status_S,Affect,BaseFrame,Frame,OldFrame,Life,WhoShotMe,Model,Model_S,State,State_S,Angle,Angle_S,ZAngle,ChildWeapon,ParentWeapon,WhoOwnsWeapon,RepairCount
71448,38674,6994,0,27365,11711,256,106,45,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,253,TA_SOUTHWEST,0,0,6994,6994,0
71484,38710,7086,0,25543,5894,256,99,23,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,195,TA_NORTHWEST,0,0,7086,7086,0
71520,38746,7178,0,14087,9908,1152,55,38,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,125,TA_NORTHEAST,0,0,7178,7178,0
71556,38782,7270,0,21182,9965,256,82,38,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,194,TA_NORTHWEST,0,0,7270,7270,0
71592,38818,7362,0,11573,17930,256,45,70,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,3,TA_SOUTHWEST,0,0,7362,7362,0
71628,38854,7454,0,23312,8864,256,91,34,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,13,TA_SOUTHWEST,0,0,7454,7454,0
71664,38890,7546,0,23282,6294,256,90,24,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,128,TA_NORTHEAST,0,0,7546,7546,0
71700,38926,7638,0,11539,13256,1152,45,51,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,255,TA_SOUTHWEST,0,0,7638,7638,0
71736,38962,18126,0,23540,8607,256,91,33,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,14,TA_SOUTHWEST,0,0,7730,7730,0
71772,38998,7822,0,25063,6909,256,97,26,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,252,TA_SOUTHWEST,0,0,7822,7822,0
71808,39034,7914,0,16384,12054,256,64,47,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,1,TA_SOUTHWEST,0,0,7914,7914,0
71844,39070,8006,0,4988,4378,256,19,17,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,195,TA_NORTHWEST,0,0,8006,8006,0
71880,39106,8098,0,16266,2823,256,63,11,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,64,TA_SOUTHEAST,0,0,8098,8098,0
71916,39142,8190,0,14600,15715,256,57,61,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,128,TA_NORTHEAST,0,0,8190,8190,0
71952,39178,8282,0,26197,15060,256,102,58,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,193,TA_NORTHWEST,0,0,8282,8282,0
71988,39214,8374,0,6136,21069,256,23,82,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,1,TA_SOUTHWEST,0,0,8374,8374,0
72024,39250,8466,0,8967,18001,256,35,70,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,193,TA_NORTHWEST,0,0,8466,8466,0
72060,39286,8558,0,27604,3832,256,107,14,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,132,TA_NORTHEAST,0,0,8558,8558,0
72096,39322,8650,0,25859,12883,256,101,50,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,1,TA_SOUTHWEST,0,0,8650,8650,0
72132,39358,8742,0,11522,8883,1152,45,34,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,0,TA_SOUTHWEST,0,0,8742,8742,0
72168,39394,8834,0,26856,13758,256,104,53,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,1,TA_SOUTHWEST,0,0,8834,8834,0
72204,39430,8926,0,20246,15051,256,79,58,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,255,TA_SOUTHWEST,0,0,8926,8926,0
72240,39466,9018,0,14603,6852,256,57,26,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,6,TA_SOUTHWEST,0,0,9018,9018,0
72276,39502,9110,0,27450,5909,256,107,23,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,244,TA_SOUTHWEST,0,0,9110,9110,0
72312,39538,9202,0,25856,19831,256,101,77,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,126,TA_NORTHEAST,0,0,9202,9202,0
72348,39574,9294,0,25205,8780,256,98,34,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,43,TA_SOUTH,0,0,9294,9294,0
72384,39610,9386,0,20770,7533,256,81,29,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,142,TA_NORTHEAST,0,0,9386,9386,0
72420,39646,9478,0,14951,14433,256,58,56,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,252,TA_SOUTHWEST,0,0,9478,9478,0
72456,39682,9570,0,4874,4797,256,19,18,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,254,TA_SOUTHWEST,0,0,9570,9570,0
72492,39718,9662,0,7032,5870,256,27,22,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,210,TA_WEST,0,0,9662,9662,0
72528,39754,9754,0,17529,1799,256,68,7,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,194,TA_NORTHWEST,0,0,9754,9754,0
72564,39790,9846,0,19253,15512,256,75,60,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,196,TA_NORTHWEST,0,0,9846,9846,0
72600,39826,9938,0,6175,4466,256,24,17,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,193,TA_NORTHWEST,0,0,9938,9938,0
72636,39862,10030,0,9466,6828,256,36,26,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,6,TA_SOUTHWEST,0,0,10030,10030,0
72672,39898,10122,0,6720,5549,256,26,21,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,67,TA_SOUTHEAST,0,0,10122,10122,0
72708,39934,10214,31432,20317,9741,256,79,38,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,194,TA_NORTHWEST,0,0,10214,10214,0
72744,39970,10306,0,23835,12530,384,93,48,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,192,TA_NORTHWEST,0,0,10306,10306,0
72780,40006,10398,0,7766,4424,256,30,17,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,58,TA_SOUTHEAST,0,0,10398,10398,0
72816,40042,10490,0,12046,9367,256,47,36,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,3,TA_SOUTHWEST,0,0,10490,10490,0
72852,40078,10582,0,26619,5886,256,103,22,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,2,TA_SOUTHWEST,0,0,10582,10582,0
72888,40114,10674,0,24632,8689,256,96,33,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,64,TA_SOUTHEAST,0,0,10674,10674,0
72924,40150,10766,0,5668,21247,256,22,82,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,191,TA_NORTHWEST,0,0,10766,10766,0
72960,40186,10858,0,27468,14045,256,107,54,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,129,TA_NORTHEAST,0,0,10858,10858,0
72996,40222,10950,0,5860,5615,256,22,21,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,65,TA_SOUTHEAST,0,0,10950,10950,0
73032,40258,11042,31312,17083,9758,256,66,38,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,194,TA_NORTHWEST,0,0,11042,11042,0
73068,40294,11134,0,23032,5897,256,89,23,5,TS_NODRAW | TS_MAPWHO,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,191,TA_NORTHWEST,0,0,11134,11134,0
73104,40330,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
73140,40366,23764,40402,26472,10176,256,103,39,5,TS_NODRAW | TS_MAPWHO,0,0,2267,372,1599,0,4,TM_WEAPON,6,WS_MINIGUN,71,TA_SOUTHEAST,0,0,20978,20978,0
73176,40402,40366,40438,26472,10176,256,103,39,5,TS_NODRAW | TS_MAPWHO,0,0,2275,374,1199,0,4,TM_WEAPON,8,WS_FLAMER,69,TA_SOUTHEAST,0,0,21070,21070,0
73212,40438,40402,40474,26472,10176,256,103,39,5,TS_NODRAW | TS_MAPWHO,0,0,2265,371,299,0,4,TM_WEAPON,5,WS_UZI,68,TA_SOUTHEAST,0,0,21162,21162,0
73248,40474,40438,40510,26472,10176,256,103,39,5,TS_NODRAW | TS_MAPWHO,0,0,2266,371,299,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,21254,21254,0
73284,40510,40474,40546,26472,10176,256,103,39,5,TS_NODRAW | TS_MAPWHO,0,0,2027,371,299,0,4,TM_WEAPON,5,WS_UZI,68,TA_SOUTHEAST,0,40546,21346,21346,0
73320,40546,40510,40582,26472,10176,256,103,39,5,TS_NODRAW | TS_MAPWHO,0,0,2265,371,299,0,4,TM_WEAPON,5,WS_UZI,68,TA_SOUTHEAST,0,0,40510,21346,0
73356,40582,40546,40618,26472,10176,256,103,39,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,58,TA_SOUTHEAST,0,0,21530,21530,0
73392,40618,40582,40654,26472,10176,256,103,39,5,TS_NODRAW | TS_MAPWHO,0,0,2277,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,58,TA_SOUTHEAST,0,0,21622,21622,0
73428,40654,40618,40690,26472,10176,256,103,39,5,TS_NODRAW | TS_MAPWHO,0,0,2277,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,58,TA_SOUTHEAST,0,0,21714,21714,0
73464,40690,40654,0,26472,10176,256,103,39,5,TS_NODRAW | TS_MAPWHO,0,0,2267,372,1599,0,4,TM_WEAPON,6,WS_MINIGUN,71,TA_SOUTHEAST,0,0,20886,20886,0
73500,40726,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
73536,40762,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
73572,40798,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
73608,40834,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
73644,40870,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
73680,40906,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
73716,40942,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
73752,40978,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
73788,41014,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
73824,41050,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
73860,41086,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
73896,41122,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
73932,41158,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
73968,41194,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
74004,41230,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
74040,41266,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
74076,41302,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
74112,41338,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
74148,41374,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
74184,41410,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
74220,41446,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
74256,41482,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
74292,41518,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
74328,41554,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
74364,41590,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
74400,41626,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
74436,41662,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
74472,41698,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
74508,41734,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
74544,41770,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
74580,41806,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
74616,41842,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
74652,41878,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
74688,41914,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
74724,41950,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
74760,41986,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
74796,42022,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
74832,42058,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
74868,42094,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
74904,42130,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
74940,42166,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
74976,42202,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
75012,42238,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
75048,42274,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
75084,42310,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
75120,42346,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
75156,42382,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
75192,42418,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
75228,42454,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
75264,42490,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
75300,42526,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
75336,42562,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
75372,42598,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
75408,42634,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
75444,42670,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
75480,42706,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
75516,42742,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
75552,42778,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
75588,42814,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
75624,42850,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
75660,42886,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
75696,42922,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
75732,42958,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
75768,42994,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
75804,43030,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
75840,43066,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
75876,43102,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
75912,43138,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
75948,43174,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
75984,43210,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
76020,43246,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
76056,43282,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
76092,43318,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
76128,43354,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
76164,43390,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
76200,43426,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
76236,43462,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
76272,43498,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
76308,43534,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
