GloOfs,RelOfs,Child,Parent,Xpos,Ypos,Zpos,Xtile,Ytile,Status,Status_S,Affect,BaseFrame,Frame,OldFrame,Life,WhoShotMe,Model,Model_S,State,State_S,Angle,Angle_S,ZAngle,ChildHeld,ParentHeld,LinkTo,LinkToType,LinkX,LinkY,LinkZ,MaxSpeed,TravelAngle
57420,24646,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
57462,24688,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
57504,24730,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
57546,24772,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
57588,24814,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
57630,24856,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
57672,24898,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
57714,24940,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
57756,24982,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
57798,25024,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
57840,25066,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
57882,25108,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
57924,25150,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
57966,25192,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
58008,25234,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
58050,25276,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
58092,25318,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
58134,25360,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
58176,25402,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
58218,25444,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
58260,25486,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
58302,25528,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
58344,25570,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
58386,25612,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
58428,25654,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
58470,25696,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
58512,25738,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
58554,25780,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
58596,25822,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
58638,25864,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
58680,25906,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
58722,25948,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
58764,25990,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
58806,26032,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
58848,26074,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
58890,26116,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
58932,26158,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
58974,26200,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
