GloOfs,RelOfs,Child,Parent,Xpos,Ypos,Zpos,Xtile,Ytile,Status,Status_S,Affect,BaseFrame,Frame,OldFrame,Life,WhoShotMe,Model,Model_S,State,Angle,Angle_S,ZAngle,Unknown
60066,27292,27262,0,22448,16000,640,87,62,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1073,4970,1073,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
60096,27322,0,0,22192,16000,640,86,62,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1073,4970,1073,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
60126,27352,0,27472,24116,15996,640,94,62,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1073,4966,1073,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
60156,27382,0,27562,24628,15996,640,96,62,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1073,4969,1073,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
60186,27412,0,27532,24372,15996,640,95,62,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1073,4665,1073,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
60216,27442,0,0,24884,15996,640,97,62,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1073,4665,1073,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
60246,27472,27352,0,24240,16000,640,94,62,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1073,4969,1073,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
60276,27502,0,0,23852,15876,512,93,62,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1073,4968,1073,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
60306,27532,27412,0,24364,15876,512,95,62,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1073,4970,1073,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
60336,27562,27382,0,24620,15876,512,96,62,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1073,4666,1073,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
60366,27592,0,27862,6584,12808,512,25,50,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1075,4668,1075,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
60396,27622,0,27832,6328,12808,512,24,50,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1075,4979,1075,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
60426,27652,0,0,6072,12808,512,23,50,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1075,4667,1075,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
60456,27682,0,0,8088,12920,640,31,50,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1075,4979,1075,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
60486,27712,0,27802,8344,12920,640,32,50,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1075,4668,1075,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
60516,27742,0,27772,8604,12916,640,33,50,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1075,4667,1075,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
60546,27772,27742,0,8484,12924,640,33,50,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1075,4667,1075,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
60576,27802,27712,0,8212,12924,640,32,50,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1075,4976,1075,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
60606,27832,27622,0,6196,12812,512,24,50,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1075,4980,1075,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
60636,27862,27592,0,6452,12812,512,25,50,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1075,4668,1075,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
60666,27892,0,27922,9052,8308,256,35,32,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1,1396,227,50,0,5,TM_OBJECT,22,128,TA_NORTHEAST,0,0,
60696,27922,27892,27952,9048,8424,256,35,32,6,TS_UNKNOWN_2 | TS_MAPWHO,0,3,1409,233,50,0,5,TM_OBJECT,22,128,TA_NORTHEAST,0,0,
60726,27952,27922,0,9180,8292,256,35,32,6,TS_UNKNOWN_2 | TS_MAPWHO,0,3,1409,233,50,0,5,TM_OBJECT,22,128,TA_NORTHEAST,0,0,
60756,27982,0,0,10188,8308,256,39,32,6,TS_UNKNOWN_2 | TS_MAPWHO,0,3,1409,233,50,0,5,TM_OBJECT,22,128,TA_NORTHEAST,0,0,
60786,28012,26542,0,28932,2076,768,113,8,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1065,4927,1065,50,0,5,TM_OBJECT,10,0,TA_SOUTHWEST,0,0,
60816,28042,0,0,26280,2408,256,102,9,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2288,558,50,0,5,TM_OBJECT,22,0,TA_SOUTHWEST,0,0,
60846,28072,0,0,27420,2388,256,107,9,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2288,558,50,0,5,TM_OBJECT,22,0,TA_SOUTHWEST,0,0,
60876,28102,0,0,28424,5752,256,111,22,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2288,558,50,0,5,TM_OBJECT,22,0,TA_SOUTHWEST,0,0,
60906,28132,0,0,28440,4744,256,111,18,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2288,558,50,0,5,TM_OBJECT,22,0,TA_SOUTHWEST,0,0,
60936,28162,0,0,28276,6972,640,110,27,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,
60966,28192,0,0,28280,6312,640,110,24,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,
60996,28222,26602,28282,28280,6616,640,110,25,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,
61026,28252,0,0,28280,6792,640,110,26,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,
61056,28282,28222,0,28280,6456,640,110,25,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,
61086,28312,0,0,25368,4136,640,99,16,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1063,4977,1064,50,0,5,TM_OBJECT,10,64,TA_SOUTHEAST,0,0,
61116,28342,0,0,25376,2544,640,99,9,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1063,4688,1064,50,0,5,TM_OBJECT,10,64,TA_SOUTHEAST,0,0,
61146,28372,0,0,11896,20824,768,46,81,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1073,4973,1074,50,0,5,TM_OBJECT,10,64,TA_SOUTHEAST,0,0,
61176,28402,0,0,11880,15992,768,46,62,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1073,4975,1074,50,0,5,TM_OBJECT,10,64,TA_SOUTHEAST,0,0,
61206,28432,0,0,9748,14364,768,38,56,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1071,4961,1072,50,0,5,TM_OBJECT,10,192,TA_NORTHWEST,0,0,
61236,28462,0,0,7936,19984,256,31,78,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1075,4979,1075,50,0,5,TM_OBJECT,10,0,TA_SOUTHWEST,0,0,
61266,28492,26932,0,3052,18980,512,11,74,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1067,4659,1067,50,0,5,TM_OBJECT,10,0,TA_SOUTHWEST,0,0,
61296,28522,0,0,4188,17492,512,16,68,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1069,4950,1069,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
61326,28552,0,0,6192,15072,512,24,58,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1049,4852,1049,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
61356,28582,0,0,18620,7428,768,72,29,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1075,4980,1075,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
61386,28612,0,0,3312,7552,512,12,29,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,
61416,28642,27112,0,2804,7548,512,10,29,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2671,552,50,0,5,TM_OBJECT,18,128,TA_NORTHEAST,0,0,
61446,28672,0,28732,5392,17328,384,21,67,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,
61476,28702,0,0,5392,17072,384,21,66,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,
61506,28732,28672,0,5392,17200,384,21,67,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,
61536,28762,27082,0,2996,3708,512,11,14,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,
61566,28792,0,0,2608,3712,512,10,14,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2671,552,50,0,5,TM_OBJECT,18,128,TA_NORTHEAST,0,0,
61596,28822,0,28942,20516,2828,512,80,11,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,
61626,28852,0,28912,20772,2828,512,81,11,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,
61656,28882,0,28972,21028,2828,512,82,11,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,
61686,28912,28852,0,20900,2828,512,81,11,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,
61716,28942,28822,0,20644,2828,512,80,11,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,
61746,28972,28882,0,21156,2828,512,82,11,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,
61776,29002,0,0,16404,8332,512,64,32,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1047,4842,1047,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
61806,29032,0,0,10024,10856,512,39,42,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1073,4970,1073,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
61836,29062,0,0,11548,10676,256,45,41,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2288,558,50,0,5,TM_OBJECT,22,128,TA_NORTHEAST,0,0,
61866,29092,0,0,17180,7348,256,67,28,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2288,558,50,0,5,TM_OBJECT,22,128,TA_NORTHEAST,0,0,
61896,29122,0,0,9776,22656,256,38,88,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2460,562,50,0,5,TM_OBJECT,26,128,TA_NORTHEAST,0,0,
61926,29152,0,29182,9788,17716,256,38,69,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2460,562,50,0,5,TM_OBJECT,26,128,TA_NORTHEAST,0,0,
61956,29182,29152,0,9904,17712,256,38,69,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2460,562,50,0,5,TM_OBJECT,26,128,TA_NORTHEAST,0,0,
61986,29212,0,0,3416,18984,256,13,74,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2460,562,50,0,5,TM_OBJECT,26,128,TA_NORTHEAST,0,0,
62016,29242,0,0,14044,15684,256,54,61,6,TS_UNKNOWN_2 | TS_MAPWHO,0,2,1401,230,50,0,5,TM_OBJECT,22,128,TA_NORTHEAST,0,0,
62046,29272,0,0,14812,15684,256,57,61,6,TS_UNKNOWN_2 | TS_MAPWHO,0,2,1401,230,50,0,5,TM_OBJECT,22,128,TA_NORTHEAST,0,0,
62076,29302,0,0,14812,17476,256,57,68,6,TS_UNKNOWN_2 | TS_MAPWHO,0,2,1401,230,50,0,5,TM_OBJECT,22,128,TA_NORTHEAST,0,0,
62106,29332,0,0,14044,17476,256,54,68,6,TS_UNKNOWN_2 | TS_MAPWHO,0,2,1401,230,50,0,5,TM_OBJECT,22,128,TA_NORTHEAST,0,0,
62136,29362,0,0,14044,19524,256,54,76,6,TS_UNKNOWN_2 | TS_MAPWHO,0,2,1401,230,50,0,5,TM_OBJECT,22,128,TA_NORTHEAST,0,0,
62166,29392,0,0,14812,19524,256,57,76,6,TS_UNKNOWN_2 | TS_MAPWHO,0,2,1401,230,50,0,5,TM_OBJECT,22,128,TA_NORTHEAST,0,0,
62196,29422,0,0,14820,21324,256,57,83,6,TS_UNKNOWN_2 | TS_MAPWHO,0,2,1401,230,50,0,5,TM_OBJECT,22,128,TA_NORTHEAST,0,0,
62226,29452,0,0,14052,21324,256,54,83,6,TS_UNKNOWN_2 | TS_MAPWHO,0,2,1401,230,50,0,5,TM_OBJECT,22,128,TA_NORTHEAST,0,0,
62256,29482,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62286,29512,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62316,29542,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62346,29572,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62376,29602,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62406,29632,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62436,29662,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62466,29692,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62496,29722,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62526,29752,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62556,29782,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62586,29812,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62616,29842,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62646,29872,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62676,29902,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62706,29932,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62736,29962,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62766,29992,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62796,30022,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62826,30052,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62856,30082,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62886,30112,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62916,30142,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62946,30172,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62976,30202,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63006,30232,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63036,30262,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63066,30292,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63096,30322,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63126,30352,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63156,30382,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63186,30412,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63216,30442,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63246,30472,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63276,30502,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63306,30532,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63336,30562,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63366,30592,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63396,30622,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63426,30652,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63456,30682,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63486,30712,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63516,30742,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63546,30772,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63576,30802,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63606,30832,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63636,30862,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63666,30892,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63696,30922,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63726,30952,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63756,30982,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63786,31012,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
