Index,GloOfs,RelOfs,Child,Parent,Xpos,Ypos,Zpos,Xtile,Ytile,Status,Status_S,Affect,BaseFrame,Frame,OldFrame,Life,WhoShotMe,Model,Model_S,State,Angle,Angle_S,ZAngle,Unknown
15,59466,26692,8374,0,15984,16352,256,62,63,4,TS_MAPWHO,0,1109,4758,1109,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,
16,59496,26722,0,0,14460,16356,256,56,63,4,TS_MAPWHO,0,1109,4758,1109,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,
17,59526,26752,0,0,12920,16360,256,50,63,4,TS_MAPWHO,0,1109,4758,1109,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,
18,59556,26782,0,0,11384,16360,256,44,63,4,TS_MAPWHO,0,1109,4758,1109,40,0,5,TM_OBJECT,12,128,TA_NORTHEAST,0,0,
19,59586,26812,0,0,9848,16360,256,38,63,4,TS_MAPWHO,0,1109,4758,1109,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,
20,59616,26842,0,0,11220,20604,256,43,80,4,TS_MAPWHO,0,1109,4759,1110,40,0,5,TM_OBJECT,12,64,TA_SOUTHEAST,0,0,
21,59646,26872,0,0,9332,10956,256,36,42,4,TS_MAPWHO,0,1093,4734,1093,40,0,5,TM_OBJECT,12,128,TA_NORTHEAST,0,0,
22,59676,26902,0,0,12412,10612,1024,48,41,6,TS_UNKNOWN_2 | TS_MAPWHO,0,573,2848,573,50,0,5,TM_OBJECT,31,128,TA_NORTHEAST,0,0,
23,59706,26932,0,0,11372,3028,256,44,11,4,TS_MAPWHO,0,1085,4723,1085,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,
24,59736,26962,0,0,9324,3028,256,36,11,4,TS_MAPWHO,0,1085,4723,1085,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,
25,59766,26992,0,0,10360,21256,768,40,83,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,37,0,TA_SOUTHWEST,0,0,
26,59796,27022,0,0,11384,20360,896,44,79,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,37,64,TA_SOUTHEAST,0,0,
27,59826,27052,0,0,11384,18696,896,44,73,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,32,64,TA_SOUTHEAST,0,0,
28,59856,27082,0,0,9592,16392,896,37,64,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,37,128,TA_NORTHEAST,0,0,
29,59886,27112,0,0,10616,15752,1280,41,61,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,32,192,TA_NORTHWEST,0,0,
30,59916,27142,0,0,11640,16392,896,45,64,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,32,0,TA_SOUTHWEST,0,0,
31,59946,27172,0,0,12408,16392,384,48,64,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8235,1965,4,0,5,TM_OBJECT,35,0,TA_SOUTHWEST,0,0,
32,59976,27202,0,30862,12920,16392,1152,50,64,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,37,0,TA_SOUTHWEST,0,0,
33,60006,27232,0,0,14712,16392,1152,57,64,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,37,0,TA_SOUTHWEST,0,0,
34,60036,27262,0,30742,16764,15620,512,65,61,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,32,64,TA_SOUTHEAST,0,0,
35,60066,27292,0,33052,16248,16392,640,63,64,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,37,128,TA_NORTHEAST,0,0,
36,60096,27322,0,32392,6264,9992,896,24,39,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,32,128,TA_NORTHEAST,0,0,
37,60126,27352,0,0,7288,8328,1024,28,32,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,32,192,TA_NORTHWEST,0,0,
38,60156,27382,0,0,7288,5896,1024,28,23,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,37,192,TA_NORTHWEST,0,0,
39,60186,27412,0,29242,7288,2568,1024,28,10,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,37,192,TA_NORTHWEST,0,0,
40,60216,27442,0,0,9336,3080,896,36,12,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,37,0,TA_SOUTHWEST,0,0,
41,60246,27472,0,0,12408,2312,1024,48,9,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,37,64,TA_SOUTHEAST,0,0,
42,60276,27502,0,0,11640,3080,1152,45,12,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,32,128,TA_NORTHEAST,0,0,
43,60306,27532,0,0,15992,2312,1024,62,9,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,32,192,TA_NORTHWEST,0,0,
44,60336,27562,0,0,15992,4488,1024,62,17,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,32,192,TA_NORTHWEST,0,0,
45,60366,27592,0,0,15992,8968,1024,62,35,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,32,192,TA_NORTHWEST,0,0,
46,60396,27622,0,0,19832,10504,896,77,41,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,32,0,TA_SOUTHWEST,0,0,
47,60426,27652,0,0,20472,8456,896,79,33,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,37,128,TA_NORTHEAST,0,0,
48,60456,27682,0,0,21112,7304,1024,82,28,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,32,192,TA_NORTHWEST,0,0,
49,60486,27712,0,0,21112,6024,1024,82,23,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,37,192,TA_NORTHWEST,0,0,
50,60516,27742,0,0,21112,4104,1024,82,16,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,32,192,TA_NORTHWEST,0,0,
51,60546,27772,0,0,27000,4360,896,105,17,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,37,0,TA_SOUTHWEST,0,0,
52,60576,27802,0,0,27512,3976,1024,107,15,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,37,64,TA_SOUTHEAST,0,0,
53,60606,27832,0,0,27340,4980,256,106,19,4,TS_MAPWHO,0,1085,4725,1086,40,0,5,TM_OBJECT,12,64,TA_SOUTHEAST,0,0,
54,60636,27862,0,0,27348,2940,256,106,11,4,TS_MAPWHO,0,1085,4725,1086,40,0,5,TM_OBJECT,12,64,TA_SOUTHEAST,0,0,
55,60666,27892,0,0,27348,7036,256,106,27,4,TS_MAPWHO,0,1085,4725,1086,40,0,5,TM_OBJECT,12,64,TA_SOUTHEAST,0,0,
56,60696,27922,0,0,27344,9088,256,106,35,4,TS_MAPWHO,0,1085,4725,1086,40,0,5,TM_OBJECT,12,64,TA_SOUTHEAST,0,0,
57,60726,27952,0,0,26732,10452,256,104,40,4,TS_MAPWHO,0,1085,4723,1085,40,0,5,TM_OBJECT,12,128,TA_NORTHEAST,0,0,
58,60756,27982,0,0,27512,6152,1024,107,24,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,32,192,TA_NORTHWEST,0,0,
59,60786,28012,0,0,26744,8456,896,104,33,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,37,0,TA_SOUTHWEST,0,0,
60,60816,28042,0,0,27512,9224,1024,107,36,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,37,64,TA_SOUTHEAST,0,0,
61,60846,28072,0,0,29816,4360,896,116,17,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,37,128,TA_NORTHEAST,0,0,
62,60876,28102,0,0,31096,6152,1024,121,24,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,37,192,TA_NORTHWEST,0,0,
63,60906,28132,0,0,30072,8456,896,117,33,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,32,0,TA_SOUTHWEST,0,0,
64,60936,28162,0,0,30584,10504,896,119,41,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,37,128,TA_NORTHEAST,0,0,
65,60966,28192,0,0,30336,10464,256,118,40,4,TS_MAPWHO,0,1093,4734,1093,40,0,5,TM_OBJECT,12,128,TA_NORTHEAST,0,0,
66,60996,28222,0,0,30932,9084,256,120,35,4,TS_MAPWHO,0,1093,4735,1094,40,0,5,TM_OBJECT,12,192,TA_NORTHWEST,0,0,
67,61026,28252,0,0,30932,7036,256,120,27,4,TS_MAPWHO,0,1093,4735,1094,40,0,5,TM_OBJECT,12,192,TA_NORTHWEST,0,0,
68,61056,28282,0,0,30932,4988,256,120,19,4,TS_MAPWHO,0,1093,4735,1094,40,0,5,TM_OBJECT,12,192,TA_NORTHWEST,0,0,
69,61086,28312,0,0,30940,2948,256,120,11,4,TS_MAPWHO,0,1093,4735,1094,40,0,5,TM_OBJECT,12,192,TA_NORTHWEST,0,0,
70,61116,28342,0,0,31864,16520,1024,124,64,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,32,192,TA_NORTHWEST,0,0,
71,61146,28372,0,0,30584,17160,640,119,67,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,37,0,TA_SOUTHWEST,0,0,
72,61176,28402,0,0,29048,17160,384,113,67,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,32,0,TA_SOUTHWEST,0,0,
73,61206,28432,0,0,28792,16136,1280,112,63,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,37,64,TA_SOUTHEAST,0,0,
74,61236,28462,0,32692,27768,17160,896,108,67,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,37,128,TA_NORTHEAST,0,0,
75,61266,28492,0,32812,26744,17160,640,104,67,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,32,128,TA_NORTHEAST,0,0,
76,61296,28522,0,32872,26360,17160,1152,102,67,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,32,0,TA_SOUTHWEST,0,0,
77,61326,28552,0,0,28024,19592,896,109,76,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,37,64,TA_SOUTHEAST,0,0,
78,61356,28582,0,0,27512,22024,768,107,86,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,37,128,TA_NORTHEAST,0,0,
79,61386,28612,0,32932,20088,22280,896,78,87,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,32,128,TA_NORTHEAST,0,0,
80,61416,28642,0,29002,21112,21000,1024,82,82,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,32,192,TA_NORTHWEST,0,0,
81,61446,28672,0,0,20088,20232,896,78,79,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,32,0,TA_SOUTHWEST,0,0,
82,61476,28702,0,0,21112,17672,1024,82,69,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,32,64,TA_SOUTHEAST,0,0,
83,61506,28732,0,0,20600,16136,896,80,63,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,32,128,TA_NORTHEAST,0,0,
84,61536,28762,0,0,28288,14208,504,110,55,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,4631,1040,100,0,5,TM_OBJECT,5,254,TA_SOUTHWEST,0,0,
85,61566,28792,0,0,28288,1408,504,110,5,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,4634,1043,100,0,5,TM_OBJECT,8,173,TA_NORTH,0,0,
86,61596,28822,0,0,25412,13692,256,99,53,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2521,561,50,0,5,TM_OBJECT,25,128,TA_NORTHEAST,0,0,
87,61626,28852,0,0,28784,13696,256,112,53,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2521,561,50,0,5,TM_OBJECT,25,128,TA_NORTHEAST,0,0,
88,61656,28882,0,0,27776,1840,256,108,7,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2521,561,50,0,5,TM_OBJECT,25,128,TA_NORTHEAST,0,0,
89,61686,28912,5246,0,8964,3196,384,35,12,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2521,561,50,0,5,TM_OBJECT,25,128,TA_NORTHEAST,0,0,
90,61716,28942,0,0,8984,13848,256,35,54,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2521,561,50,0,5,TM_OBJECT,25,128,TA_NORTHEAST,0,0,
91,61746,28972,0,0,9044,21644,256,35,84,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2521,561,50,0,5,TM_OBJECT,25,128,TA_NORTHEAST,0,0,
92,61776,29002,28642,29032,21048,21080,256,82,82,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2460,562,50,0,5,TM_OBJECT,26,128,TA_NORTHEAST,0,0,
93,61806,29032,29002,0,21040,21200,256,82,82,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2460,562,50,0,5,TM_OBJECT,26,128,TA_NORTHEAST,0,0,
94,61836,29062,0,0,21048,19048,256,82,74,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2460,562,50,0,5,TM_OBJECT,26,128,TA_NORTHEAST,0,0,
95,61866,29092,0,30352,21048,16584,256,82,64,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2460,562,50,0,5,TM_OBJECT,26,128,TA_NORTHEAST,0,0,
96,61896,29122,0,0,21048,14536,256,82,56,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2460,562,50,0,5,TM_OBJECT,26,128,TA_NORTHEAST,0,0,
97,61926,29152,0,29182,21128,8504,256,82,33,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2460,562,50,0,5,TM_OBJECT,26,128,TA_NORTHEAST,0,0,
98,61956,29182,29152,33352,21032,8520,256,82,33,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2460,562,50,0,5,TM_OBJECT,26,128,TA_NORTHEAST,0,0,
99,61986,29212,0,0,21048,2760,256,82,10,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2460,562,50,0,5,TM_OBJECT,26,128,TA_NORTHEAST,0,0,
100,62016,29242,27412,0,7240,2616,256,28,10,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2460,562,50,0,5,TM_OBJECT,26,128,TA_NORTHEAST,0,0,
101,62046,29272,0,0,7208,8760,256,28,34,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2460,562,50,0,5,TM_OBJECT,26,128,TA_NORTHEAST,0,0,
102,62076,29302,0,0,10284,10884,256,40,42,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2460,562,50,0,5,TM_OBJECT,26,128,TA_NORTHEAST,0,0,
103,62106,29332,15550,0,13636,16332,256,53,63,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2460,562,50,0,5,TM_OBJECT,26,128,TA_NORTHEAST,0,0,
104,62136,29362,0,0,10276,2940,256,40,11,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2460,562,50,0,5,TM_OBJECT,26,128,TA_NORTHEAST,0,0,
105,62166,29392,0,0,12316,2084,256,48,8,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2460,562,50,0,5,TM_OBJECT,26,128,TA_NORTHEAST,0,0,
106,62196,29422,0,0,7172,6796,256,28,26,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2725,619,50,0,5,TM_OBJECT,1,192,TA_NORTHWEST,0,0,
107,62226,29452,7546,0,10072,21256,256,39,83,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2724,618,50,0,5,TM_OBJECT,1,0,TA_SOUTHWEST,0,0,
108,62256,29482,0,0,27244,22020,256,106,86,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2724,618,50,0,5,TM_OBJECT,1,0,TA_SOUTHWEST,0,0,
109,62286,29512,0,0,26492,17124,256,103,66,4,TS_MAPWHO,0,1093,4734,1093,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,
110,62316,29542,0,0,28016,17120,256,109,66,4,TS_MAPWHO,0,1093,4734,1093,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,
111,62346,29572,0,0,29568,17120,256,115,66,4,TS_MAPWHO,0,1093,4734,1093,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,
112,62376,29602,0,0,31104,17104,256,121,66,4,TS_MAPWHO,0,1093,4734,1093,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,
113,62406,29632,0,0,27856,21376,256,108,83,4,TS_MAPWHO,0,1093,4735,1094,40,0,5,TM_OBJECT,12,64,TA_SOUTHEAST,0,0,
114,62436,29662,0,0,26744,22024,768,104,86,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,37,128,TA_NORTHEAST,0,0,
115,62466,29692,0,0,28024,19720,896,109,77,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,32,192,TA_NORTHWEST,0,0,
116,62496,29722,0,0,10664,7496,256,41,29,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2288,558,50,0,5,TM_OBJECT,22,192,TA_NORTHWEST,0,0,
117,62526,29752,0,0,11060,7532,256,43,29,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2288,558,50,0,5,TM_OBJECT,22,192,TA_NORTHWEST,0,0,
118,62556,29782,0,0,10992,3200,384,42,12,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2724,618,50,0,5,TM_OBJECT,1,0,TA_SOUTHWEST,0,0,
119,62586,29812,0,0,26400,10512,256,103,41,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2724,618,50,0,5,TM_OBJECT,1,128,TA_NORTHEAST,0,0,
120,62616,29842,0,0,25364,9772,256,99,38,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1061,4652,1061,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
121,62646,29872,0,0,26976,10576,512,105,41,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1073,4968,1073,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
122,62676,29902,0,0,27420,6884,512,107,26,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1071,4964,1072,50,0,5,TM_OBJECT,10,192,TA_NORTHWEST,0,0,
123,62706,29932,0,0,27184,4400,512,106,17,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1063,4924,1064,50,0,5,TM_OBJECT,10,192,TA_NORTHWEST,0,0,
124,62736,29962,0,30022,29268,10092,256,114,39,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1063,4986,1063,50,0,5,TM_OBJECT,10,0,TA_SOUTHWEST,0,0,
125,62766,29992,0,0,26932,2092,256,105,8,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1059,4683,1060,50,0,5,TM_OBJECT,10,192,TA_NORTHWEST,0,0,
126,62796,30022,29962,0,29372,10180,256,114,39,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1075,4979,1075,50,0,5,TM_OBJECT,10,0,TA_SOUTHWEST,0,0,
127,62826,30052,0,0,29460,10268,256,115,40,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1075,4667,1075,50,0,5,TM_OBJECT,10,0,TA_SOUTHWEST,0,0,
128,62856,30082,0,32662,27992,21496,640,109,83,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1073,4975,1074,50,0,5,TM_OBJECT,10,64,TA_SOUTHEAST,0,0,
129,62886,30112,0,30142,25884,21540,256,101,84,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1061,4907,1061,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
130,62916,30142,30112,0,26028,21684,256,101,84,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1063,4982,1063,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
131,62946,30172,0,0,26116,21772,256,102,85,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1067,4940,1067,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
132,62976,30202,0,0,9328,16992,256,36,66,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1,1396,227,50,0,5,TM_OBJECT,22,192,TA_NORTHWEST,0,0,
133,63006,30232,0,30262,19832,22392,768,77,87,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1073,4665,1073,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
134,63036,30262,30232,30292,19792,22352,640,77,87,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1073,4665,1073,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
135,63066,30292,30262,0,19752,22312,512,77,87,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1073,4966,1073,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
136,63096,30322,0,0,21096,20808,512,82,81,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1069,4661,1070,50,0,5,TM_OBJECT,10,192,TA_NORTHWEST,0,0,
137,63126,30352,29092,30382,21012,16412,768,82,64,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1063,4924,1064,50,0,5,TM_OBJECT,10,192,TA_NORTHWEST,0,0,
138,63156,30382,30352,0,21036,16436,640,82,64,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1065,4957,1066,50,0,5,TM_OBJECT,10,192,TA_NORTHWEST,0,0,
139,63186,30412,0,30442,16924,20468,640,66,79,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1065,4932,1066,50,0,5,TM_OBJECT,10,192,TA_NORTHWEST,0,0,
140,63216,30442,30412,0,16896,20432,512,66,79,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1073,4975,1074,50,0,5,TM_OBJECT,10,192,TA_NORTHWEST,0,0,
141,63246,30472,0,0,14844,20756,256,57,81,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1061,4991,1061,50,0,5,TM_OBJECT,10,0,TA_SOUTHWEST,0,0,
142,63276,30502,0,0,14972,20884,256,58,81,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1063,4919,1063,50,0,5,TM_OBJECT,10,0,TA_SOUTHWEST,0,0,
143,63306,30532,0,0,9204,20764,256,35,81,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1065,4657,1065,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
144,63336,30562,0,0,9300,20844,256,36,81,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1069,4951,1069,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
