GloOfs,RelOfs,Child,Parent,Xpos,Ypos,Zpos,Xtile,Ytile,Status,Status_S,Affect,BaseFrame,Frame,OldFrame,Life,WhoShotMe,Model,Model_S,State,Angle,Angle_S,ZAngle,Unknown
59406,26632,0,29002,18816,11440,256,73,44,4,TS_MAPWHO,0,1077,4707,1077,40,0,5,TM_OBJECT,12,128,TA_NORTHEAST,0,0,
59436,26662,0,0,19640,9352,256,76,36,4,TS_MAPWHO,0,1085,4725,1086,40,0,5,TM_OBJECT,12,192,TA_NORTHWEST,0,0,
59466,26692,0,0,15984,2032,256,62,7,4,TS_MAPWHO,0,1085,4723,1085,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,
59496,26722,0,0,14960,2288,384,58,8,4,TS_MAPWHO,0,1093,4734,1093,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,
59526,26752,0,0,13680,2288,384,53,8,4,TS_MAPWHO,0,1109,4758,1109,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,
59556,26782,0,0,12656,2288,384,49,8,4,TS_MAPWHO,0,1109,4758,1109,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,
59586,26812,0,0,11632,2288,384,45,8,4,TS_MAPWHO,0,1109,4758,1109,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,
59616,26842,0,0,8048,3824,256,31,14,4,TS_MAPWHO,0,1085,4723,1085,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,
59646,26872,0,0,13936,15856,256,54,61,4,TS_MAPWHO,0,1085,4723,1085,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,
59676,26902,0,0,14944,18400,256,58,71,4,TS_MAPWHO,0,1093,4734,1093,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,
59706,26932,0,0,12768,20608,256,49,80,4,TS_MAPWHO,0,1093,4735,1094,40,0,5,TM_OBJECT,12,64,TA_SOUTHEAST,0,0,
59736,26962,0,0,11384,11240,256,44,43,4,TS_MAPWHO,0,1101,4746,1101,40,0,5,TM_OBJECT,12,128,TA_NORTHEAST,0,0,
59766,26992,0,0,9576,11240,256,37,43,4,TS_MAPWHO,0,1085,4723,1085,40,0,5,TM_OBJECT,12,128,TA_NORTHEAST,0,0,
59796,27022,0,0,14440,5096,256,56,19,4,TS_MAPWHO,0,1109,4758,1109,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,
59826,27052,0,0,24160,19424,256,94,75,4,TS_MAPWHO,0,1109,4758,1109,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,
59856,27082,0,0,26488,19432,256,103,75,4,TS_MAPWHO,0,1101,4746,1101,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,
59886,27112,0,0,25296,22912,256,98,89,4,TS_MAPWHO,0,1077,4718,1078,40,0,5,TM_OBJECT,12,64,TA_SOUTHEAST,0,0,
59916,27142,0,0,19176,18040,256,74,70,4,TS_MAPWHO,0,1093,4735,1094,40,0,5,TM_OBJECT,12,64,TA_SOUTHEAST,0,0,
59946,27172,0,0,21496,9992,1152,83,39,6,TS_UNKNOWN_2 | TS_MAPWHO,0,570,2547,570,50,0,5,TM_OBJECT,31,64,TA_SOUTHEAST,0,0,
59976,27202,0,27232,19976,9000,256,78,35,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1065,4928,1065,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
60006,27232,27202,0,20112,9136,256,78,35,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1063,4987,1063,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
60036,27262,0,0,20248,9272,256,79,36,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1061,4653,1061,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
60066,27292,0,27322,15856,2384,768,61,9,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1073,4966,1073,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
60096,27322,27292,27382,15808,2336,640,61,9,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1069,4954,1069,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
60126,27352,0,27412,15888,2416,640,62,9,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1075,4980,1075,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
60156,27382,27322,0,15840,2368,512,61,9,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1069,4954,1069,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
60186,27412,27352,0,15920,2448,512,62,9,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1073,4966,1073,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
60216,27442,0,27502,14888,11576,640,58,45,6,TS_UNKNOWN_2 | TS_MAPWHO,0,572,2576,572,50,0,5,TM_OBJECT,31,0,TA_SOUTHWEST,0,0,
60246,27472,0,27562,14824,11528,512,57,45,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1055,4884,1056,50,0,5,TM_OBJECT,10,64,TA_SOUTHEAST,0,0,
60276,27502,27442,0,14920,11528,512,58,45,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1055,4886,1056,50,0,5,TM_OBJECT,10,64,TA_SOUTHEAST,0,0,
60306,27532,0,0,15224,11016,1024,59,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,32,0,TA_SOUTHWEST,0,0,
60336,27562,27472,0,14728,11528,512,57,45,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1055,4886,1056,50,0,5,TM_OBJECT,10,64,TA_SOUTHEAST,0,0,
60366,27592,0,0,15224,11528,512,59,45,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,32,0,TA_SOUTHWEST,0,0,
60396,27622,0,0,16248,7432,640,63,29,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,32,64,TA_SOUTHEAST,0,0,
60426,27652,0,0,22392,9480,1024,87,37,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,32,192,TA_NORTHWEST,0,0,
60456,27682,0,0,24312,5128,896,94,20,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,32,0,TA_SOUTHWEST,0,0,
60486,27712,0,0,24952,19720,768,97,77,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,32,128,TA_NORTHEAST,0,0,
60516,27742,0,0,14840,18440,896,57,72,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,32,128,TA_NORTHEAST,0,0,
60546,27772,0,0,15736,17416,1280,61,68,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,32,192,TA_NORTHWEST,0,0,
60576,27802,0,0,11640,21256,896,45,83,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,37,0,TA_SOUTHWEST,0,0,
60606,27832,0,0,10104,22536,768,39,88,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,37,0,TA_SOUTHWEST,0,0,
60636,27862,0,0,8312,9992,768,32,39,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,37,64,TA_SOUTHEAST,0,0,
60666,27892,0,0,6520,7688,896,25,30,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,37,64,TA_SOUTHEAST,0,0,
60696,27922,0,28972,11896,2312,1280,46,9,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,32,128,TA_NORTHEAST,0,0,
60726,27952,0,0,15352,2312,1152,59,9,6,TS_UNKNOWN_2 | TS_MAPWHO,0,570,2525,570,50,0,5,TM_OBJECT,31,192,TA_NORTHWEST,0,0,
60756,27982,0,0,15224,5384,768,59,21,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,32,0,TA_SOUTHWEST,0,0,
60786,28012,0,0,20352,12160,520,79,47,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,4632,1041,100,0,5,TM_OBJECT,6,21,TA_SOUTH,0,0,
60816,28042,0,0,22392,5384,1024,87,21,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,32,64,TA_SOUTHEAST,0,0,
60846,28072,0,0,25600,5648,768,100,22,6,TS_UNKNOWN_2 | TS_MAPWHO,0,571,6,571,50,0,5,TM_OBJECT,31,128,TA_NORTHEAST,0,0,
60876,28102,0,0,25968,5664,896,101,22,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1049,4640,1049,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
60906,28132,0,0,25624,7784,512,100,30,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2671,552,50,0,5,TM_OBJECT,18,128,TA_NORTHEAST,0,0,
60936,28162,0,28312,25968,5568,896,101,21,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1049,4851,1049,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
60966,28192,0,0,25512,7784,512,99,30,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,
60996,28222,0,0,18952,11288,1024,74,44,6,TS_UNKNOWN_2 | TS_MAPWHO,0,572,2564,572,50,0,5,TM_OBJECT,31,128,TA_NORTHEAST,0,0,
61026,28252,0,0,14712,8456,1024,57,33,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,8658,1959,65534,0,5,TM_OBJECT,37,128,TA_NORTHEAST,0,0,
61056,28282,0,0,22872,5752,256,89,22,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2288,558,50,0,5,TM_OBJECT,22,64,TA_SOUTHEAST,0,0,
61086,28312,28162,28342,25968,5472,896,101,21,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1049,4850,1049,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
61116,28342,28312,0,25968,5376,896,101,21,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1049,4849,1049,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
61146,28372,0,28402,25968,5280,896,101,20,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1049,4848,1049,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
61176,28402,28372,0,25968,5184,896,101,20,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1049,4641,1049,0,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
61206,28432,0,28462,25968,5088,896,101,19,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1049,4640,1049,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
61236,28462,28432,28492,25968,4992,896,101,19,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1049,4851,1049,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
61266,28492,28462,0,25968,4896,896,101,19,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1049,4850,1049,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
61296,28522,0,28552,25968,4800,896,101,18,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1049,4849,1049,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
61326,28552,28522,28582,25968,4704,896,101,18,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1049,4848,1049,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
61356,28582,28552,0,25968,4608,896,101,18,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1049,4641,1049,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
61386,28612,0,28642,25968,4512,896,101,17,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1049,4640,1049,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
61416,28642,28612,0,25968,4416,896,101,17,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1049,4851,1049,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
61446,28672,0,28702,25968,4320,896,101,16,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1049,4850,1049,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
61476,28702,28672,28732,25968,4224,896,101,16,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1049,4849,1049,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
61506,28732,28702,0,25968,4128,896,101,16,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1049,4848,1049,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
61536,28762,0,0,15416,19608,128,60,76,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2288,558,50,0,5,TM_OBJECT,22,64,TA_SOUTHEAST,0,0,
61566,28792,0,0,25968,4032,896,101,15,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1049,4641,1049,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
61596,28822,0,0,13904,21024,128,54,82,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2288,558,50,0,5,TM_OBJECT,22,64,TA_SOUTHEAST,0,0,
61626,28852,0,0,9824,17008,768,38,66,6,TS_UNKNOWN_2 | TS_MAPWHO,0,572,2564,572,50,0,5,TM_OBJECT,31,64,TA_SOUTHEAST,0,0,
61656,28882,0,28912,9456,17024,768,36,66,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1059,4650,1059,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
61686,28912,28882,0,9456,17024,640,36,66,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1063,4654,1063,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
61716,28942,0,0,10824,6984,256,42,27,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2460,562,50,0,5,TM_OBJECT,26,64,TA_SOUTHEAST,0,0,
61746,28972,27922,0,12024,2312,896,46,9,6,TS_UNKNOWN_2 | TS_MAPWHO,0,571,2879,571,50,0,5,TM_OBJECT,31,64,TA_SOUTHEAST,0,0,
61776,29002,26632,0,18728,11384,1152,73,44,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1053,4876,1054,50,0,5,TM_OBJECT,10,192,TA_NORTHWEST,0,0,
61806,29032,0,29122,18616,11384,1152,72,44,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1053,4678,1054,50,0,5,TM_OBJECT,10,192,TA_NORTHWEST,0,0,
61836,29062,0,0,16488,10072,1024,64,39,6,TS_UNKNOWN_2 | TS_MAPWHO,0,575,2757,575,50,0,5,TM_OBJECT,31,192,TA_NORTHWEST,0,0,
61866,29092,0,0,16480,8784,1024,64,34,6,TS_UNKNOWN_2 | TS_MAPWHO,0,573,2849,573,50,0,5,TM_OBJECT,31,192,TA_NORTHWEST,0,0,
61896,29122,29032,0,18504,11384,1152,72,44,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1053,4876,1054,50,0,5,TM_OBJECT,10,192,TA_NORTHWEST,0,0,
61926,29152,0,0,18392,11384,1152,71,44,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1053,4678,1054,50,0,5,TM_OBJECT,10,192,TA_NORTHWEST,0,0,
61956,29182,0,29242,14456,5144,768,56,20,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1047,4672,1048,50,0,5,TM_OBJECT,10,192,TA_NORTHWEST,0,0,
61986,29212,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62016,29242,29182,0,14576,5248,1024,56,20,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1049,4673,1050,50,0,5,TM_OBJECT,10,192,TA_NORTHWEST,0,0,
62046,29272,0,0,14160,13584,256,55,53,4,TS_MAPWHO,0,1121,4773,1121,50,0,5,TM_OBJECT,17,0,TA_SOUTHWEST,0,0,
62076,29302,0,0,14592,15344,896,57,59,6,TS_UNKNOWN_2 | TS_MAPWHO,0,573,2859,573,50,0,5,TM_OBJECT,31,0,TA_SOUTHWEST,0,0,
62106,29332,0,0,12272,16000,768,47,62,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2671,552,50,0,5,TM_OBJECT,18,0,TA_SOUTHWEST,0,0,
62136,29362,0,0,5256,12168,256,20,47,4,TS_MAPWHO,0,0,2059,392,50,0,5,TM_OBJECT,38,192,TA_NORTHWEST,0,0,
62166,29392,0,0,6792,12168,256,26,47,4,TS_MAPWHO,0,0,2059,392,50,0,5,TM_OBJECT,38,192,TA_NORTHWEST,0,0,
62196,29422,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62226,29452,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62256,29482,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62286,29512,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62316,29542,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62346,29572,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62376,29602,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62406,29632,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62436,29662,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62466,29692,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62496,29722,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62526,29752,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62556,29782,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62586,29812,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62616,29842,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62646,29872,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62676,29902,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62706,29932,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62736,29962,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62766,29992,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62796,30022,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62826,30052,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62856,30082,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62886,30112,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62916,30142,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62946,30172,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
62976,30202,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63006,30232,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63036,30262,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63066,30292,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63096,30322,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63126,30352,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63156,30382,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63186,30412,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63216,30442,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63246,30472,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63276,30502,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63306,30532,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63336,30562,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63366,30592,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63396,30622,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63426,30652,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63456,30682,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63486,30712,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63516,30742,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63546,30772,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63576,30802,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63606,30832,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63636,30862,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63666,30892,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63696,30922,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63726,30952,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63756,30982,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63786,31012,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63816,31042,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63846,31072,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
63876,31102,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
