GloOfs,RelOfs,Child,Parent,Xpos,Ypos,Zpos,Xtile,Ytile,Status,Status_S,Affect,BaseFrame,Frame,OldFrame,Life,WhoShotMe,Model,Model_S,State,Angle,Angle_S,ZAngle,Unknown[0],Unknown[1]
59406,26632,0,0,13304,9736,896,51,38,7,UNDEFINED,0,0,8658,1959,65534,0,5,TM_OBJECT,37,0,TA_SOUTHWEST,0,0,0
59436,26662,0,0,5240,8200,1024,20,32,7,UNDEFINED,0,0,8658,1959,65534,0,5,TM_OBJECT,37,0,TA_SOUTHWEST,0,0,0
59466,26692,0,0,6776,9224,1152,26,36,7,UNDEFINED,0,0,8658,1959,65534,0,5,TM_OBJECT,37,0,TA_SOUTHWEST,0,0,0
59496,26722,0,0,7544,9096,768,29,35,6,UNDEFINED,0,0,8267,1960,65534,0,5,TM_OBJECT,32,64,TA_SOUTHEAST,0,0,0
59526,26752,0,0,7800,8200,1152,30,32,7,UNDEFINED,0,0,8658,1959,65534,0,5,TM_OBJECT,37,128,TA_NORTHEAST,0,0,0
59556,26782,0,0,8312,7432,768,32,29,6,UNDEFINED,0,0,8267,1960,65534,0,5,TM_OBJECT,32,192,TA_NORTHWEST,0,0,0
59586,26812,0,0,7544,5384,1024,29,21,7,UNDEFINED,0,0,8658,1959,65534,0,5,TM_OBJECT,37,0,TA_SOUTHWEST,0,0,0
59616,26842,0,0,8312,6408,640,32,25,6,UNDEFINED,0,0,8658,1959,65534,0,5,TM_OBJECT,32,0,TA_SOUTHWEST,0,0,0
59646,26872,0,0,9592,5896,896,37,23,7,UNDEFINED,0,0,8267,1960,65534,0,5,TM_OBJECT,37,64,TA_SOUTHEAST,0,0,0
59676,26902,0,0,10360,5000,1408,40,19,6,UNDEFINED,0,0,8267,1960,65534,0,5,TM_OBJECT,32,64,TA_SOUTHEAST,0,0,0
59706,26932,0,0,11896,5640,1024,46,22,7,UNDEFINED,0,0,8658,1959,65534,0,5,TM_OBJECT,37,128,TA_NORTHEAST,0,0,0
59736,26962,0,0,15480,4872,1152,60,19,6,UNDEFINED,0,0,8267,1960,65534,0,5,TM_OBJECT,32,64,TA_SOUTHEAST,0,0,0
59766,26992,0,0,18808,6664,1024,73,26,7,UNDEFINED,0,0,8267,1960,65534,0,5,TM_OBJECT,37,64,TA_SOUTHEAST,0,0,0
59796,27022,0,29902,20600,8712,1152,80,34,7,UNDEFINED,0,0,8658,1959,65534,0,5,TM_OBJECT,37,128,TA_NORTHEAST,0,0,0
59826,27052,0,0,21880,8712,1280,85,34,6,UNDEFINED,0,0,8658,1959,65534,0,5,TM_OBJECT,32,128,TA_NORTHEAST,0,0,0
59856,27082,0,28372,22392,7560,1280,87,29,6,UNDEFINED,0,0,8267,1960,65534,0,5,TM_OBJECT,32,192,TA_NORTHWEST,0,0,0
59886,27112,0,29812,22136,14600,1152,86,57,7,UNDEFINED,0,0,8267,1960,65534,0,5,TM_OBJECT,37,192,TA_NORTHWEST,0,0,0
59916,27142,0,29362,19832,14344,1152,77,56,7,UNDEFINED,0,0,8267,1960,65534,0,5,TM_OBJECT,37,192,TA_NORTHWEST,0,0,0
59946,27172,5154,27712,14456,14088,1024,56,55,7,UNDEFINED,0,0,8658,1959,65534,0,5,TM_OBJECT,37,0,TA_SOUTHWEST,0,0,0
59976,27202,0,27292,15992,13704,1152,62,53,7,UNDEFINED,0,0,8267,1960,65534,0,5,TM_OBJECT,37,64,TA_SOUTHEAST,0,0,0
60006,27232,1842,27352,15960,14008,768,62,54,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,0
60036,27262,0,27382,15960,13496,768,62,52,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,0
60066,27292,27202,27412,15960,13752,768,62,53,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,0
60096,27322,0,27862,15972,12988,768,62,50,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,192,TA_NORTHWEST,0,0,0
60126,27352,27232,0,15960,13880,768,62,54,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,0
60156,27382,27262,0,15960,13368,768,62,52,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,0
60186,27412,27292,0,15960,13624,768,62,53,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,0
60216,27442,0,27622,15792,14192,768,61,55,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
60246,27472,0,27562,15536,14192,768,60,55,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
60276,27502,0,27892,15972,12732,768,62,49,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,192,TA_NORTHWEST,0,0,0
60306,27532,0,27592,15280,14192,768,59,55,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
60336,27562,27472,0,15408,14192,768,60,55,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
60366,27592,27532,0,15152,14192,768,59,55,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
60396,27622,27442,0,15664,14192,768,61,55,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
60426,27652,0,27922,15972,12476,768,62,48,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,192,TA_NORTHWEST,0,0,0
60456,27682,0,27832,14640,14192,768,57,55,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
60486,27712,27172,27802,14384,14192,768,56,55,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
60516,27742,0,27772,14128,14192,768,55,55,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
60546,27772,27742,0,14256,14192,768,55,55,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
60576,27802,27712,0,14512,14192,768,56,55,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
60606,27832,27682,0,14768,14192,768,57,55,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
60636,27862,27322,0,15972,12860,768,62,50,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,192,TA_NORTHWEST,0,0,0
60666,27892,27502,0,15972,12604,768,62,49,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,192,TA_NORTHWEST,0,0,0
60696,27922,27652,0,15972,12348,768,62,48,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,192,TA_NORTHWEST,0,0,0
60726,27952,0,27982,16620,10052,768,64,39,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,0,TA_SOUTHWEST,0,0,0
60756,27982,27952,0,16508,10052,768,64,39,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,0,TA_SOUTHWEST,0,0,0
60786,28012,0,28042,16704,9968,768,65,38,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,0
60816,28042,28012,0,16708,9852,768,65,38,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,0
60846,28072,0,0,15724,10036,896,61,39,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
60876,28102,0,28132,18156,10052,768,70,39,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
60906,28132,28102,0,18028,10052,768,70,39,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
60936,28162,0,28222,18552,10056,768,72,39,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
60966,28192,3406,0,18808,10056,768,73,39,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
60996,28222,28162,0,18680,10056,768,72,39,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
61026,28252,0,28582,22324,8652,768,87,33,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,0
61056,28282,0,28612,22324,8396,768,87,32,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,0
61086,28312,0,28552,22324,8140,768,87,31,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,0
61116,28342,0,28522,22324,7884,768,87,30,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,0
61146,28372,27082,28492,22324,7628,768,87,29,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,0
61176,28402,0,28462,22324,7372,768,87,28,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,0
61206,28432,0,0,22324,7116,768,87,27,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,0
61236,28462,28402,0,22324,7244,768,87,28,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,0
61266,28492,28372,0,22324,7500,768,87,29,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,0
61296,28522,28342,0,22324,7756,768,87,30,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,0
61326,28552,28312,0,22324,8012,768,87,31,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,0
61356,28582,28252,0,22324,8524,768,87,33,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,0
61386,28612,28282,0,22324,8268,768,87,32,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,0
61416,28642,0,0,22220,8756,768,86,34,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
61446,28672,0,28702,21612,8756,768,84,34,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
61476,28702,28672,0,21740,8756,768,84,34,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
61506,28732,0,28762,21208,8760,768,82,34,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
61536,28762,28732,0,21084,8756,768,82,34,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
61566,28792,0,28852,21640,15704,768,84,61,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
61596,28822,0,0,21768,15704,768,85,61,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
61626,28852,28792,0,21508,15708,768,84,61,6,UNDEFINED,0,0,2671,552,50,0,5,TM_OBJECT,18,128,TA_NORTHEAST,0,0,0
61656,28882,0,29002,19620,15980,768,76,62,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
61686,28912,0,28972,19364,15980,768,75,62,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
61716,28942,0,29032,19108,15980,768,74,62,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
61746,28972,28912,0,19236,15980,768,75,62,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
61776,29002,28882,0,19492,15980,768,76,62,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
61806,29032,28942,0,18980,15980,768,74,62,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
61836,29062,0,29152,18612,15980,768,72,62,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
61866,29092,0,29182,18356,15980,768,71,62,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
61896,29122,0,29212,18100,15980,768,70,62,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
61926,29152,29062,0,18484,15980,768,72,62,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
61956,29182,29092,0,18228,15980,768,71,62,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
61986,29212,29122,0,17972,15980,768,70,62,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
62016,29242,26452,29422,19808,15792,768,77,61,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,192,TA_NORTHWEST,0,0,0
62046,29272,3038,29482,19808,15536,768,77,60,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,192,TA_NORTHWEST,0,0,0
62076,29302,0,29452,19808,15280,768,77,59,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,192,TA_NORTHWEST,0,0,0
62106,29332,0,29512,19812,14764,768,77,57,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,192,TA_NORTHWEST,0,0,0
62136,29362,27142,29542,19812,14508,768,77,56,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,192,TA_NORTHWEST,0,0,0
62166,29392,0,29572,19812,14252,768,77,55,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,192,TA_NORTHWEST,0,0,0
62196,29422,29242,0,19808,15664,768,77,61,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,192,TA_NORTHWEST,0,0,0
62226,29452,29302,0,19808,15152,768,77,59,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,192,TA_NORTHWEST,0,0,0
62256,29482,29272,0,19808,15408,768,77,60,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,192,TA_NORTHWEST,0,0,0
62286,29512,29332,0,19812,14636,768,77,57,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,192,TA_NORTHWEST,0,0,0
62316,29542,29362,0,19812,14380,768,77,56,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,192,TA_NORTHWEST,0,0,0
62346,29572,29392,0,19812,14124,768,77,55,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,192,TA_NORTHWEST,0,0,0
62376,29602,3590,29632,13436,5668,1152,52,22,6,UNDEFINED,0,0,2670,553,50,0,5,TM_OBJECT,18,192,TA_NORTHWEST,0,0,0
62406,29632,29602,0,13344,5760,1152,52,22,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,0,TA_SOUTHWEST,0,0,0
62436,29662,26512,0,22100,15388,768,86,60,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,0
62466,29692,0,29752,22100,15132,768,86,59,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,0
62496,29722,0,29782,22100,14876,768,86,58,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,0
62526,29752,29692,0,22100,15260,768,86,59,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,0
62556,29782,29722,0,22100,15004,768,86,58,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,0
62586,29812,27112,0,22100,14748,768,86,57,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,0
62616,29842,0,0,22112,14368,768,86,56,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,0
62646,29872,26542,0,22116,14236,768,86,55,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,0
62676,29902,27022,0,20576,8752,768,80,34,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
62706,29932,0,29962,15992,10056,768,62,39,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
62736,29962,29932,0,16112,10064,768,62,39,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
62766,29992,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
62796,30022,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
62826,30052,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
62856,30082,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
62886,30112,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
62916,30142,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
62946,30172,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
62976,30202,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
63006,30232,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
63036,30262,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
63066,30292,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
63096,30322,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
63126,30352,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
63156,30382,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
63186,30412,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
63216,30442,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
63246,30472,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
63276,30502,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
63306,30532,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
63336,30562,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
63366,30592,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
63396,30622,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
63426,30652,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
63456,30682,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
63486,30712,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
63516,30742,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
63546,30772,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
63576,30802,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
63606,30832,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
63636,30862,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
63666,30892,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
63696,30922,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
63726,30952,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
63756,30982,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
63786,31012,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
63816,31042,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
63846,31072,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
63876,31102,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
63906,31132,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
63936,31162,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
63966,31192,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
63996,31222,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
64026,31252,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
64056,31282,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
64086,31312,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
64116,31342,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
64146,31372,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
64176,31402,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
64206,31432,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
64236,31462,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
64266,31492,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
64296,31522,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
64326,31552,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
