Index,GloOfs,RelOfs,Child,Parent,Xpos,Ypos,Zpos,Xtile,Ytile,Status,Status_S,Affect,BaseFrame,Frame,OldFrame,Life,WhoShotMe,Model,Model_S,State,State_S,Angle,Angle_S,ZAngle,ChildHeld,ParentHeld,LinkTo,LinkToType,LinkX,LinkY,LinkZ,MaxSpeed,TravelAngle
11,56790,24016,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
12,56832,24058,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
13,56874,24100,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
14,56916,24142,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
15,56958,24184,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
16,57000,24226,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
17,57042,24268,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
18,57084,24310,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
19,57126,24352,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
20,57168,24394,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
21,57210,24436,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
22,57252,24478,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
23,57294,24520,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
24,57336,24562,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
25,57378,24604,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
26,57420,24646,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
27,57462,24688,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
28,57504,24730,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
29,57546,24772,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
30,57588,24814,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
31,57630,24856,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
32,57672,24898,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
33,57714,24940,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
34,57756,24982,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
35,57798,25024,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
36,57840,25066,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
37,57882,25108,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
38,57924,25150,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
39,57966,25192,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
40,58008,25234,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
41,58050,25276,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
42,58092,25318,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
43,58134,25360,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
44,58176,25402,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
45,58218,25444,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
46,58260,25486,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
47,58302,25528,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
48,58344,25570,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
49,58386,25612,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
50,58428,25654,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
51,58470,25696,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
52,58512,25738,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
53,58554,25780,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
54,58596,25822,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
55,58638,25864,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
56,58680,25906,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
57,58722,25948,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
58,58764,25990,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
59,58806,26032,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
60,58848,26074,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
61,58890,26116,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
62,58932,26158,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
63,58974,26200,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,TT_NONE,0,0,0,0,0
