Index,GloOfs,RelOfs,Child,Parent,Xpos,Ypos,Zpos,Xtile,Ytile,Status,Status_S,Affect,BaseFrame,Frame,OldFrame,Life,WhoShotMe,Model,Model_S,State,State_S,Angle,Angle_S,ZAngle,ChildWeapon,ParentWeapon,WhoOwnsWeapon,RepairCount
10,71376,38602,38566,0,18112,5040,640,70,19,5,TS_NODRAW | TS_MAPWHO,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,0,TA_SOUTHWEST,0,0,38314,186,1024
11,71412,38638,38350,0,18280,5048,640,71,19,5,TS_NODRAW | TS_MAPWHO,0,0,2263,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,0,TA_SOUTHWEST,0,0,38350,278,1024
12,71448,38674,38422,38710,18432,5056,640,72,19,5,TS_NODRAW | TS_MAPWHO,0,0,2262,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,0,TA_SOUTHWEST,0,0,38386,370,1024
13,71484,38710,38674,0,18584,5064,640,72,19,5,TS_NODRAW | TS_MAPWHO,0,0,2262,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,0,TA_SOUTHWEST,0,0,38422,462,1024
14,71520,38746,38530,38782,18728,5032,640,73,19,5,TS_NODRAW | TS_MAPWHO,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,0,TA_SOUTHWEST,0,0,38458,554,1024
15,71556,38782,38746,0,18848,5008,640,73,19,5,TS_NODRAW | TS_MAPWHO,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,0,TA_SOUTHWEST,0,0,38530,646,1024
16,71592,38818,738,38854,25152,27440,640,98,107,5,TS_NODRAW | TS_MAPWHO,0,0,2266,371,299,0,4,TM_WEAPON,5,WS_UZI,128,TA_NORTHEAST,0,38854,738,738,1536
17,71628,38854,38818,0,25152,27440,640,98,107,5,TS_NODRAW | TS_MAPWHO,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,128,TA_NORTHEAST,0,0,38818,738,1024
18,71664,38890,922,38926,25024,27424,640,97,107,5,TS_NODRAW | TS_MAPWHO,0,0,2266,371,299,0,4,TM_WEAPON,5,WS_UZI,128,TA_NORTHEAST,0,38926,830,830,1536
19,71700,38926,38890,38962,25024,27424,640,97,107,5,TS_NODRAW | TS_MAPWHO,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,128,TA_NORTHEAST,0,0,38890,830,1024
20,71736,38962,38926,38998,24856,27400,640,97,107,5,TS_NODRAW | TS_MAPWHO,0,0,2266,371,299,0,4,TM_WEAPON,5,WS_UZI,128,TA_NORTHEAST,0,38998,922,922,1536
21,71772,38998,38962,0,24856,27400,640,97,107,5,TS_NODRAW | TS_MAPWHO,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,128,TA_NORTHEAST,0,0,38962,922,1024
22,71808,39034,1014,39070,24696,27384,640,96,106,5,TS_NODRAW | TS_MAPWHO,0,0,2266,371,299,0,4,TM_WEAPON,5,WS_UZI,128,TA_NORTHEAST,0,39070,1014,1014,1536
23,71844,39070,39034,0,24696,27384,640,96,106,5,TS_NODRAW | TS_MAPWHO,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,128,TA_NORTHEAST,0,0,39034,1014,1024
24,71880,39106,1198,39142,24536,27368,640,95,106,5,TS_NODRAW | TS_MAPWHO,0,0,2266,371,299,0,4,TM_WEAPON,5,WS_UZI,128,TA_NORTHEAST,0,39142,1106,1106,1536
25,71916,39142,39106,39178,24536,27368,640,95,106,5,TS_NODRAW | TS_MAPWHO,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,128,TA_NORTHEAST,0,0,39106,1106,1024
26,71952,39178,39142,39214,24376,27352,640,95,106,5,TS_NODRAW | TS_MAPWHO,0,0,2266,371,299,0,4,TM_WEAPON,5,WS_UZI,128,TA_NORTHEAST,0,39214,1198,1198,1536
27,71988,39214,39178,0,24376,27352,640,95,106,5,TS_NODRAW | TS_MAPWHO,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,128,TA_NORTHEAST,0,0,39178,1198,1024
28,72024,39250,1382,39286,24232,27352,640,94,106,5,TS_NODRAW | TS_MAPWHO,0,0,2266,371,299,0,4,TM_WEAPON,5,WS_UZI,128,TA_NORTHEAST,0,39286,1290,1290,1536
29,72060,39286,39250,39322,24232,27352,640,94,106,5,TS_NODRAW | TS_MAPWHO,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,128,TA_NORTHEAST,0,0,39250,1290,1024
30,72096,39322,39286,39358,24072,27336,640,94,106,5,TS_NODRAW | TS_MAPWHO,0,0,2266,371,299,0,4,TM_WEAPON,5,WS_UZI,128,TA_NORTHEAST,0,39358,1382,1382,1536
31,72132,39358,39322,0,24072,27336,640,94,106,5,TS_NODRAW | TS_MAPWHO,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,128,TA_NORTHEAST,0,0,39322,1382,1024
32,72168,39394,1566,39430,5904,27264,256,23,106,5,TS_NODRAW | TS_MAPWHO,0,0,2266,371,299,0,4,TM_WEAPON,5,WS_UZI,64,TA_SOUTHEAST,0,39430,1474,1474,1536
33,72204,39430,39394,39466,5904,27264,256,23,106,5,TS_NODRAW | TS_MAPWHO,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,64,TA_SOUTHEAST,0,0,39394,1474,1024
34,72240,39466,39430,39502,6040,27240,256,23,106,5,TS_NODRAW | TS_MAPWHO,0,0,2266,371,299,0,4,TM_WEAPON,5,WS_UZI,64,TA_SOUTHEAST,0,39502,1566,1566,1536
35,72276,39502,39466,0,6040,27240,256,23,106,5,TS_NODRAW | TS_MAPWHO,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,64,TA_SOUTHEAST,0,0,39466,1566,1024
36,72312,39538,1750,39574,6200,27224,256,24,106,5,TS_NODRAW | TS_MAPWHO,0,0,2266,371,299,0,4,TM_WEAPON,5,WS_UZI,64,TA_SOUTHEAST,0,39574,1658,1658,1536
37,72348,39574,39538,39610,6200,27224,256,24,106,5,TS_NODRAW | TS_MAPWHO,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,64,TA_SOUTHEAST,0,0,39538,1658,1024
38,72384,39610,39574,39646,6320,27184,256,24,106,5,TS_NODRAW | TS_MAPWHO,0,0,2266,371,299,0,4,TM_WEAPON,5,WS_UZI,64,TA_SOUTHEAST,0,39646,1750,1750,1536
39,72420,39646,39610,0,6320,27184,256,24,106,5,TS_NODRAW | TS_MAPWHO,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,64,TA_SOUTHEAST,0,0,39610,1750,1024
40,72456,39682,1842,39718,6908,26788,256,26,104,5,TS_NODRAW | TS_MAPWHO,0,0,2266,371,299,0,4,TM_WEAPON,5,WS_UZI,128,TA_NORTHEAST,0,39718,1842,1842,1536
41,72492,39718,39682,0,6908,26788,256,26,104,5,TS_NODRAW | TS_MAPWHO,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,128,TA_NORTHEAST,0,0,39682,1842,1024
42,72528,39754,1934,39790,6608,27152,256,25,106,5,TS_NODRAW | TS_MAPWHO,0,0,2266,371,299,0,4,TM_WEAPON,5,WS_UZI,64,TA_SOUTHEAST,0,39790,1934,1934,1536
43,72564,39790,39754,0,6608,27152,256,25,106,5,TS_NODRAW | TS_MAPWHO,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,64,TA_SOUTHEAST,0,0,39754,1934,1024
44,72600,39826,2118,39862,6744,27096,256,26,105,5,TS_NODRAW | TS_MAPWHO,0,0,2266,371,299,0,4,TM_WEAPON,5,WS_UZI,64,TA_SOUTHEAST,0,39862,2026,2026,1536
45,72636,39862,39826,39898,6744,27096,256,26,105,5,TS_NODRAW | TS_MAPWHO,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,64,TA_SOUTHEAST,0,0,39826,2026,1024
46,72672,39898,39862,39934,6784,26928,256,26,105,5,TS_NODRAW | TS_MAPWHO,0,0,2266,371,299,0,4,TM_WEAPON,5,WS_UZI,64,TA_SOUTHEAST,0,39934,2118,2118,1536
47,72708,39934,39898,0,6784,26928,256,26,105,5,TS_NODRAW | TS_MAPWHO,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,64,TA_SOUTHEAST,0,0,39898,2118,1024
48,72744,39970,2210,40006,5184,12800,640,20,50,5,TS_NODRAW | TS_MAPWHO,0,0,2266,371,299,0,4,TM_WEAPON,5,WS_UZI,64,TA_SOUTHEAST,0,40006,2210,2210,1536
49,72780,40006,39970,0,5184,12800,640,20,50,5,TS_NODRAW | TS_MAPWHO,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,64,TA_SOUTHEAST,0,0,39970,2210,1024
50,72816,40042,2302,40078,5176,12584,640,20,49,5,TS_NODRAW | TS_MAPWHO,0,0,2266,371,299,0,4,TM_WEAPON,5,WS_UZI,64,TA_SOUTHEAST,0,40078,2302,2302,1536
51,72852,40078,40042,0,5176,12584,640,20,49,5,TS_NODRAW | TS_MAPWHO,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,64,TA_SOUTHEAST,0,0,40042,2302,1024
52,72888,40114,2394,40150,5176,12424,640,20,48,5,TS_NODRAW | TS_MAPWHO,0,0,2266,371,299,0,4,TM_WEAPON,5,WS_UZI,64,TA_SOUTHEAST,0,40150,2394,2394,1536
53,72924,40150,40114,0,5176,12424,640,20,48,5,TS_NODRAW | TS_MAPWHO,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,64,TA_SOUTHEAST,0,0,40114,2394,1024
54,72960,40186,2578,40222,5184,12224,640,20,47,5,TS_NODRAW | TS_MAPWHO,0,0,2266,371,299,0,4,TM_WEAPON,5,WS_UZI,64,TA_SOUTHEAST,0,40222,2486,2486,1536
55,72996,40222,40186,40258,5184,12224,640,20,47,5,TS_NODRAW | TS_MAPWHO,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,64,TA_SOUTHEAST,0,0,40186,2486,1024
56,73032,40258,40222,40294,5176,12088,640,20,47,5,TS_NODRAW | TS_MAPWHO,0,0,2266,371,299,0,4,TM_WEAPON,5,WS_UZI,64,TA_SOUTHEAST,0,40294,2578,2578,1536
57,73068,40294,40258,0,5176,12088,640,20,47,5,TS_NODRAW | TS_MAPWHO,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,64,TA_SOUTHEAST,0,0,40258,2578,1024
58,73104,40330,2670,40366,5200,11936,640,20,46,5,TS_NODRAW | TS_MAPWHO,0,0,2266,371,299,0,4,TM_WEAPON,5,WS_UZI,64,TA_SOUTHEAST,0,40366,2670,2670,1536
59,73140,40366,40330,0,5200,11936,640,20,46,5,TS_NODRAW | TS_MAPWHO,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,64,TA_SOUTHEAST,0,0,40330,2670,1024
60,73176,40402,2854,40438,5200,11760,640,20,45,5,TS_NODRAW | TS_MAPWHO,0,0,2266,371,299,0,4,TM_WEAPON,5,WS_UZI,64,TA_SOUTHEAST,0,40438,2762,2762,1536
61,73212,40438,40402,40474,5200,11760,640,20,45,5,TS_NODRAW | TS_MAPWHO,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,64,TA_SOUTHEAST,0,0,40402,2762,1024
62,73248,40474,40438,40510,5208,11624,640,20,45,5,TS_NODRAW | TS_MAPWHO,0,0,2266,371,299,0,4,TM_WEAPON,5,WS_UZI,64,TA_SOUTHEAST,0,40510,2854,2854,1536
63,73284,40510,40474,0,5208,11624,640,20,45,5,TS_NODRAW | TS_MAPWHO,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,64,TA_SOUTHEAST,0,0,40474,2854,1024
64,73320,40546,2946,0,9809,10601,692,38,41,5,TS_NODRAW | TS_MAPWHO,0,0,2277,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,5,TA_SOUTHWEST,0,0,2946,2946,3072
65,73356,40582,3038,0,25608,7936,767,100,31,5,TS_NODRAW | TS_MAPWHO,0,0,2277,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,194,TA_NORTHWEST,0,0,3038,3038,3072
66,73392,40618,3130,0,27586,10768,896,107,42,5,TS_NODRAW | TS_MAPWHO,0,0,2277,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,243,TA_SOUTHWEST,0,0,3130,3130,3072
67,73428,40654,3222,0,22202,6845,640,86,26,5,TS_NODRAW | TS_MAPWHO,0,0,2277,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,5,TA_SOUTHWEST,0,0,3222,3222,3072
68,73464,40690,3314,0,20751,17794,896,81,69,5,TS_NODRAW | TS_MAPWHO,0,0,2277,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,128,TA_NORTHEAST,0,0,3314,3314,3072
69,73500,40726,3406,0,8190,9218,768,31,36,5,TS_NODRAW | TS_MAPWHO,0,0,2277,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,0,TA_SOUTHWEST,0,0,3406,3406,3072
70,73536,40762,3498,0,16375,16327,640,63,63,5,TS_NODRAW | TS_MAPWHO,0,0,2277,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,130,TA_NORTHEAST,0,0,3498,3498,3072
71,73572,40798,3590,0,19779,8003,640,77,31,5,TS_NODRAW | TS_MAPWHO,0,0,2277,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,8,TA_SOUTHWEST,0,0,3590,3590,3072
72,73608,40834,3682,0,11270,21661,640,44,84,5,TS_NODRAW | TS_MAPWHO,0,0,2277,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,1,TA_SOUTHWEST,0,0,3682,3682,3072
73,73644,40870,3774,0,10690,11837,640,41,46,5,TS_NODRAW | TS_MAPWHO,0,0,2277,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,191,TA_NORTHWEST,0,0,3774,3774,3072
74,73680,40906,3866,0,8717,11073,-896,34,43,5,TS_NODRAW | TS_MAPWHO,0,0,2277,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,63,TA_SOUTHEAST,0,0,3866,3866,3072
75,73716,40942,3958,0,5652,15711,768,22,61,5,TS_NODRAW | TS_MAPWHO,0,0,2277,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,3,TA_SOUTHWEST,0,0,3958,3958,3072
76,73752,40978,4050,0,5956,18430,640,23,71,5,TS_NODRAW | TS_MAPWHO,0,0,2277,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,64,TA_SOUTHEAST,0,0,4050,4050,3072
77,73788,41014,4142,0,9232,12370,640,36,48,5,TS_NODRAW | TS_MAPWHO,0,0,2277,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,128,TA_NORTHEAST,0,0,4142,4142,3072
78,73824,41050,38494,0,17723,5028,640,69,19,5,TS_NODRAW | TS_MAPWHO,0,0,2277,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,192,TA_NORTHWEST,0,0,4234,4234,3072
79,73860,41086,4326,0,26163,15689,640,102,61,5,TS_NODRAW | TS_MAPWHO,0,0,2277,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,197,TA_NORTHWEST,0,0,4326,4326,3072
80,73896,41122,4418,0,24428,8217,256,95,32,5,TS_NODRAW | TS_MAPWHO,0,0,2277,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,65,TA_SOUTHEAST,0,0,4418,4418,3072
81,73932,41158,4510,0,12546,21420,254,49,83,5,TS_NODRAW | TS_MAPWHO,0,0,2277,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,127,TA_NORTHEAST,0,0,4510,4510,3072
82,73968,41194,4602,0,27945,15365,768,109,60,5,TS_NODRAW | TS_MAPWHO,0,0,2277,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,191,TA_NORTHWEST,0,0,4602,4602,3072
83,74004,41230,4694,0,13642,24342,640,53,95,5,TS_NODRAW | TS_MAPWHO,0,0,2277,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,61,TA_SOUTHEAST,0,0,4694,4694,3072
84,74040,41266,4786,0,27402,10742,896,107,41,5,TS_NODRAW | TS_MAPWHO,0,0,2277,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,252,TA_SOUTHWEST,0,0,4786,4786,3072
85,74076,41302,4878,0,21465,11611,768,83,45,5,TS_NODRAW | TS_MAPWHO,0,0,2277,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,55,TA_SOUTHEAST,0,0,4878,4878,3072
86,74112,41338,4970,0,9017,24172,640,35,94,5,TS_NODRAW | TS_MAPWHO,0,0,2277,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,63,TA_SOUTHEAST,0,0,4970,4970,3072
87,74148,41374,5062,0,4864,27425,640,19,107,5,TS_NODRAW | TS_MAPWHO,0,0,2277,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,128,TA_NORTHEAST,0,0,5062,5062,3072
88,74184,41410,5154,0,20467,26298,896,79,102,5,TS_NODRAW | TS_MAPWHO,0,0,2277,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,192,TA_NORTHWEST,0,0,5154,5154,3072
89,74220,41446,5246,0,26580,23342,661,103,91,5,TS_NODRAW | TS_MAPWHO,0,0,2277,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,129,TA_NORTHEAST,0,0,5246,5246,3072
90,74256,41482,5338,0,12510,12412,768,48,48,5,TS_NODRAW | TS_MAPWHO,0,0,2277,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,127,TA_NORTHEAST,0,0,5338,5338,3072
91,74292,41518,5430,0,-26827,511,1536,-104,1,5,TS_NODRAW | TS_MAPWHO,0,0,2277,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,192,TA_NORTHWEST,0,0,5430,5430,3072
92,74328,41554,5522,0,17647,26377,763,68,103,5,TS_NODRAW | TS_MAPWHO,0,0,2277,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,63,TA_SOUTHEAST,0,0,5522,5522,3072
93,74364,41590,5614,0,26806,25601,640,104,100,5,TS_NODRAW | TS_MAPWHO,0,0,2277,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,129,TA_NORTHEAST,0,0,5614,5614,3072
94,74400,41626,15090,0,9135,24622,640,35,96,5,TS_NODRAW | TS_MAPWHO,0,0,0,65535,299,0,4,TM_WEAPON,5,WS_UZI,223,TA_WEST,0,0,15090,15090,1536
95,74436,41662,15182,0,12296,27688,640,48,108,5,TS_NODRAW | TS_MAPWHO,0,0,0,65535,299,0,4,TM_WEAPON,5,WS_UZI,192,TA_NORTHWEST,0,0,15182,15182,1536
96,74472,41698,15274,0,5452,28021,640,21,109,5,TS_NODRAW | TS_MAPWHO,0,0,0,65535,299,0,4,TM_WEAPON,5,WS_UZI,91,TA_EAST,0,0,15274,15274,1536
97,74508,41734,15366,0,12176,24496,384,47,95,5,TS_NODRAW | TS_MAPWHO,0,0,0,65535,299,0,4,TM_WEAPON,5,WS_UZI,64,TA_SOUTHEAST,0,0,15366,15366,1536
98,74544,41770,15458,0,12168,25784,384,47,100,5,TS_NODRAW | TS_MAPWHO,0,0,0,65535,299,0,4,TM_WEAPON,5,WS_UZI,64,TA_SOUTHEAST,0,0,15458,15458,1536
99,74580,41806,15550,0,12120,26696,384,47,104,5,TS_NODRAW | TS_MAPWHO,0,0,0,65535,299,0,4,TM_WEAPON,5,WS_UZI,64,TA_SOUTHEAST,0,0,15550,15550,1536
100,74616,41842,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
101,74652,41878,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
102,74688,41914,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
103,74724,41950,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
104,74760,41986,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
105,74796,42022,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
106,74832,42058,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
107,74868,42094,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
108,74904,42130,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
109,74940,42166,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
110,74976,42202,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
111,75012,42238,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
112,75048,42274,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
113,75084,42310,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
114,75120,42346,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
115,75156,42382,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
116,75192,42418,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
117,75228,42454,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
118,75264,42490,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
119,75300,42526,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
120,75336,42562,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
121,75372,42598,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
122,75408,42634,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
123,75444,42670,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
124,75480,42706,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
125,75516,42742,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
126,75552,42778,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
127,75588,42814,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
128,75624,42850,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
129,75660,42886,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
130,75696,42922,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
131,75732,42958,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
132,75768,42994,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
