GloOfs,RelOfs,Child,Parent,Xpos,Ypos,Zpos,Xtile,Ytile,Status,Status_S,Affect,BaseFrame,Frame,OldFrame,Life,WhoShotMe,Model,Model_S,State,State_S,Angle,Angle_S,ZAngle,ChildWeapon,ParentWeapon,WhoOwnsWeapon,RepairCount
71376,38602,1658,0,8452,11194,256,33,43,5,UNDEFINED,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,254,TA_SOUTHWEST,0,0,1658,1658,1024
71412,38638,1750,0,12419,19954,256,48,77,5,UNDEFINED,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,61,TA_SOUTHEAST,0,0,1750,1750,1024
71448,38674,1842,0,10013,14612,256,39,57,5,UNDEFINED,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,62,TA_SOUTHEAST,0,0,1842,1842,1024
71484,38710,2578,0,5184,14400,256,20,56,5,UNDEFINED,0,0,2266,371,299,0,4,TM_WEAPON,5,WS_UZI,197,TA_NORTHWEST,0,0,2578,2578,0
71520,38746,2026,0,25439,14887,256,99,58,5,UNDEFINED,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,113,TA_NORTHEAST,0,0,2026,2026,1024
71556,38782,2118,0,30036,20356,256,117,79,5,UNDEFINED,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,20,TA_SOUTH,0,0,2118,2118,1024
71592,38818,2210,0,15582,6437,256,60,25,5,UNDEFINED,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,71,TA_SOUTHEAST,0,0,2210,2210,1024
71628,38854,2302,0,8956,15689,256,34,61,5,UNDEFINED,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,129,TA_NORTHEAST,0,0,2302,2302,1024
71664,38890,2394,0,14311,9788,256,55,38,5,UNDEFINED,0,0,2028,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,130,TA_NORTHEAST,0,0,2394,2394,1024
71700,38926,23596,0,12608,17136,256,49,66,5,UNDEFINED,0,0,2026,372,1599,0,4,TM_WEAPON,6,WS_MINIGUN,134,TA_NORTHEAST,0,0,15550,15550,0
71736,38962,2670,0,6976,13248,256,27,51,5,UNDEFINED,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,202,TA_NORTHWEST,0,0,2670,2670,0
71772,38998,0,0,0,0,0,0,0,0,UNDEFINED,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
71808,39034,0,0,0,0,0,0,0,0,UNDEFINED,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
71844,39070,0,0,0,0,0,0,0,0,UNDEFINED,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
71880,39106,0,0,0,0,0,0,0,0,UNDEFINED,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
71916,39142,0,0,0,0,0,0,0,0,UNDEFINED,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
71952,39178,0,0,0,0,0,0,0,0,UNDEFINED,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
71988,39214,0,0,0,0,0,0,0,0,UNDEFINED,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
72024,39250,0,0,0,0,0,0,0,0,UNDEFINED,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
72060,39286,0,0,0,0,0,0,0,0,UNDEFINED,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
72096,39322,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,738,738,3072
72132,39358,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,2486,2486,3072
72168,39394,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,2762,2762,3072
72204,39430,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,2946,2946,3072
72240,39466,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,3130,3130,3072
72276,39502,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,3222,3222,3072
72312,39538,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,3406,3406,3072
72348,39574,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,3498,3498,3072
72384,39610,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,3590,3590,3072
72420,39646,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,3682,3682,3072
72456,39682,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,3866,3866,3072
72492,39718,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,3958,3958,3072
72528,39754,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,4050,4050,3072
72564,39790,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,4142,4142,3072
72600,39826,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,4234,4234,3072
72636,39862,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,4326,4326,3072
72672,39898,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,4510,4510,3072
72708,39934,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,4602,4602,3072
72744,39970,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,4786,4786,3072
72780,40006,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,4878,4878,3072
72816,40042,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,4970,4970,3072
72852,40078,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,5062,5062,3072
72888,40114,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,5154,5154,3072
72924,40150,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,5338,5338,3072
72960,40186,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,5430,5430,3072
72996,40222,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,5522,5522,3072
73032,40258,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,5614,5614,3072
73068,40294,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,5706,5706,3072
73104,40330,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,5890,5890,3072
73140,40366,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,5982,5982,3072
73176,40402,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,6074,6074,3072
73212,40438,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,6258,6258,3072
73248,40474,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,6350,6350,3072
73284,40510,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,6442,6442,3072
73320,40546,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,6534,6534,3072
73356,40582,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,6810,6810,3072
73392,40618,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,6994,6994,3072
73428,40654,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,7086,7086,3072
73464,40690,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,7178,7178,3072
73500,40726,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,7362,7362,3072
73536,40762,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,7454,7454,3072
73572,40798,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,7546,7546,3072
73608,40834,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,7638,7638,3072
73644,40870,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,7730,7730,3072
73680,40906,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,7822,7822,3072
73716,40942,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,7914,7914,3072
73752,40978,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,8006,8006,3072
73788,41014,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,8098,8098,3072
73824,41050,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,8282,8282,3072
73860,41086,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,8374,8374,3072
73896,41122,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,8466,8466,3072
73932,41158,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,8558,8558,3072
73968,41194,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,8650,8650,3072
74004,41230,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,8742,8742,3072
74040,41266,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,8834,8834,3072
74076,41302,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,8926,8926,3072
74112,41338,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,9018,9018,3072
74148,41374,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,9110,9110,3072
74184,41410,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,9294,9294,3072
74220,41446,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,9386,9386,3072
74256,41482,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,9570,9570,3072
74292,41518,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,9662,9662,3072
74328,41554,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,9754,9754,3072
74364,41590,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,9846,9846,3072
74400,41626,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,9938,9938,3072
74436,41662,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,10030,10030,3072
74472,41698,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,10214,10214,3072
74508,41734,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,10306,10306,3072
74544,41770,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,10398,10398,3072
74580,41806,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,10582,10582,3072
74616,41842,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,10674,10674,3072
74652,41878,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,10766,10766,3072
74688,41914,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,10858,10858,3072
74724,41950,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,10950,10950,3072
74760,41986,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,11134,11134,3072
74796,42022,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,11226,11226,3072
74832,42058,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,11318,11318,3072
74868,42094,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,11410,11410,3072
74904,42130,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,11502,11502,3072
74940,42166,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,11594,11594,3072
74976,42202,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,11686,11686,3072
75012,42238,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,11778,11778,3072
75048,42274,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,11870,11870,3072
75084,42310,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,11962,11962,3072
75120,42346,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,12146,12146,3072
75156,42382,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,12238,12238,3072
75192,42418,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,12330,12330,3072
75228,42454,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,12422,12422,3072
75264,42490,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,12514,12514,3072
75300,42526,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,12606,12606,3072
75336,42562,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,12698,12698,3072
75372,42598,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,12882,12882,3072
75408,42634,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,12974,12974,3072
75444,42670,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,13158,13158,3072
75480,42706,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,13250,13250,3072
75516,42742,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,13434,13434,3072
75552,42778,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,13526,13526,3072
75588,42814,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,13618,13618,3072
75624,42850,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,13802,13802,3072
75660,42886,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,13894,13894,3072
75696,42922,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,13986,13986,3072
75732,42958,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,4,WS_SHOTGUN,66,TA_SOUTHEAST,0,0,14078,14078,3072
75768,42994,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,14170,14170,3072
75804,43030,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,14354,14354,3072
75840,43066,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,14446,14446,3072
75876,43102,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,14630,14630,3072
75912,43138,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,14722,14722,3072
75948,43174,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,14814,14814,3072
75984,43210,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,14906,14906,3072
76020,43246,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,14998,14998,3072
76056,43282,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,15090,15090,3072
76092,43318,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,15182,15182,3072
76128,43354,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,15366,15366,3072
76164,43390,830,0,9177,5892,1024,35,23,5,UNDEFINED,0,0,2024,375,199,0,4,TM_WEAPON,5,WS_UZI,66,TA_SOUTHEAST,0,0,15458,15458,3072
76200,43426,0,0,0,0,0,0,0,0,UNDEFINED,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
76236,43462,0,0,0,0,0,0,0,0,UNDEFINED,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
