Index,GloOfs,RelOfs,Child,Parent,Xpos,Ypos,Zpos,Xtile,Ytile,Status,Status_S,Affect,BaseFrame,Frame,OldFrame,Life,WhoShotMe,Model,Model_S,State,State_S,Angle,Angle_S,ZAngle,ChildWeapon,ParentWeapon,WhoOwnsWeapon,RepairCount
21,71772,38998,7822,0,13334,23807,256,52,92,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,61,TA_SOUTHEAST,0,0,7822,7822,0
22,71808,39034,7914,0,5801,22804,256,22,89,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,76,TA_SOUTHEAST,0,0,7914,7914,0
23,71844,39070,8006,0,11857,6384,640,46,24,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,187,TA_NORTHWEST,0,0,8006,8006,0
24,71880,39106,8098,0,9765,3840,256,38,15,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,64,TA_SOUTHEAST,0,0,8098,8098,0
25,71916,39142,17298,0,5580,5769,256,21,22,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,121,TA_NORTHEAST,0,0,8190,8190,0
26,71952,39178,8282,0,22533,17665,256,88,69,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,63,TA_SOUTHEAST,0,0,8282,8282,0
27,71988,39214,12606,0,7844,19472,256,30,76,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,61,TA_SOUTHEAST,0,0,8374,8374,0
28,72024,39250,8466,0,3569,2954,256,13,11,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,128,TA_NORTHEAST,0,0,8466,8466,0
29,72060,39286,8558,0,21916,11703,256,85,45,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,64,TA_SOUTHEAST,0,0,8558,8558,0
30,72096,39322,8650,0,19744,17678,256,77,69,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,65,TA_SOUTHEAST,0,0,8650,8650,0
31,72132,39358,16286,0,6448,7350,256,25,28,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,254,TA_SOUTHWEST,0,0,8742,8742,0
32,72168,39394,8834,0,8187,19464,256,31,76,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,1,TA_SOUTHWEST,0,0,8834,8834,0
33,72204,39430,8926,0,25595,7174,636,99,28,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,62,TA_SOUTHEAST,0,0,8926,8926,0
34,72240,39466,9018,0,25240,11735,256,98,45,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,194,TA_NORTHWEST,0,0,9018,9018,0
35,72276,39502,9110,0,20344,11671,256,79,45,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,201,TA_NORTHWEST,0,0,9110,9110,0
36,72312,39538,9202,0,19333,18007,256,75,70,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,199,TA_NORTHWEST,0,0,9202,9202,0
37,72348,39574,9294,0,11950,1253,256,46,4,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,196,TA_NORTHWEST,0,0,9294,9294,0
38,72384,39610,9386,0,4011,14355,256,15,56,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,61,TA_SOUTHEAST,0,0,9386,9386,0
39,72420,39646,9478,0,4352,2046,128,17,7,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,129,TA_NORTHEAST,0,0,9478,9478,0
40,72456,39682,9570,0,7816,17682,256,30,69,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,64,TA_SOUTHEAST,0,0,9570,9570,0
41,72492,39718,9662,0,2048,5119,256,8,19,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,1,TA_SOUTHWEST,0,0,9662,9662,0
42,72528,39754,9754,0,3380,15867,256,13,61,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,191,TA_NORTHWEST,0,0,9754,9754,0
43,72564,39790,9846,0,12296,16866,256,48,65,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,189,TA_NORTHWEST,0,0,9846,9846,0
44,72600,39826,9938,0,19088,20964,256,74,81,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,173,TA_NORTH,0,0,9938,9938,0
45,72636,39862,10030,0,4631,1922,128,18,7,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,199,TA_NORTHWEST,0,0,10030,10030,0
46,72672,39898,10122,0,20577,4147,256,80,16,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,52,TA_SOUTHEAST,0,0,10122,10122,0
47,72708,39934,10214,0,4134,15367,256,16,60,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,250,TA_SOUTHWEST,0,0,10214,10214,0
48,72744,39970,10306,0,11042,20650,256,43,80,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,136,TA_NORTHEAST,0,0,10306,10306,0
49,72780,40006,10398,0,5376,17600,256,21,68,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,255,TA_SOUTHWEST,0,0,10398,10398,0
50,72816,40042,10490,0,21905,8137,256,85,31,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,60,TA_SOUTHEAST,0,0,10490,10490,0
51,72852,40078,10582,0,6280,17664,256,24,69,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,192,TA_NORTHWEST,0,0,10582,10582,0
52,72888,40114,10674,0,7424,19756,256,29,77,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,127,TA_NORTHEAST,0,0,10674,10674,0
53,72924,40150,10766,0,5299,10106,256,20,39,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,120,TA_NORTHEAST,0,0,10766,10766,0
54,72960,40186,10858,0,28695,9090,256,112,35,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,3,TA_SOUTHWEST,0,0,10858,10858,0
55,72996,40222,10950,0,16145,16660,256,63,65,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,66,TA_SOUTHEAST,0,0,10950,10950,0
56,73032,40258,11042,0,4101,12206,256,16,47,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,0,TA_SOUTHWEST,0,0,11042,11042,0
57,73068,40294,16654,0,3336,2808,256,13,10,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,190,TA_NORTHWEST,0,0,11134,11134,0
58,73104,40330,11226,0,4161,3516,256,16,13,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,1,TA_SOUTHWEST,0,0,11226,11226,0
59,73140,40366,17390,0,2213,2800,256,8,10,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,130,TA_NORTHEAST,0,0,11318,11318,0
60,73176,40402,11410,0,22784,16118,256,89,62,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,0,TA_SOUTHWEST,0,0,11410,11410,0
61,73212,40438,11502,0,25465,11683,256,99,45,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,198,TA_NORTHWEST,0,0,11502,11502,0
62,73248,40474,11594,0,20849,17665,256,81,69,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,192,TA_NORTHWEST,0,0,11594,11594,0
63,73284,40510,11686,0,3893,13224,256,15,51,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,252,TA_SOUTHWEST,0,0,11686,11686,0
64,73320,40546,11778,0,26620,7544,451,103,29,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,69,TA_SOUTHEAST,0,0,11778,11778,0
65,73356,40582,11870,0,4227,4788,256,16,18,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,253,TA_SOUTHWEST,0,0,11870,11870,0
66,73392,40618,11962,0,2187,3553,256,8,13,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,195,TA_NORTHWEST,0,0,11962,11962,0
67,73428,40654,23764,40690,16584,3648,256,64,14,5,TS_NODRAW | TS_MAPWHO,0,0,2274,374,1199,0,4,TM_WEAPON,8,WS_FLAMER,19,TA_SOUTH,0,0,22450,22450,0
68,73464,40690,40654,40726,16584,3648,256,64,14,5,TS_NODRAW | TS_MAPWHO,0,0,2027,371,299,0,4,TM_WEAPON,5,WS_UZI,12,TA_SOUTHWEST,0,0,22542,22542,0
69,73500,40726,40690,40762,16584,3648,256,64,14,5,TS_NODRAW | TS_MAPWHO,0,0,2266,371,299,0,4,TM_WEAPON,5,WS_UZI,9,TA_SOUTHWEST,0,0,22634,22634,0
70,73536,40762,40726,40870,16584,3648,256,64,14,5,TS_NODRAW | TS_MAPWHO,0,0,2265,371,299,0,4,TM_WEAPON,5,WS_UZI,6,TA_SOUTHWEST,0,0,22726,22726,0
71,73572,40798,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
72,73608,40834,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
73,73644,40870,40762,40978,16584,3648,256,64,14,5,TS_NODRAW | TS_MAPWHO,0,0,2278,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,251,TA_SOUTHWEST,0,0,23002,23002,0
74,73680,40906,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
75,73716,40942,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
76,73752,40978,40870,41014,16584,3648,256,64,14,5,TS_NODRAW | TS_MAPWHO,0,0,2024,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,245,TA_SOUTHWEST,0,0,23278,23278,0
77,73788,41014,40978,41050,16584,3648,256,64,14,5,TS_NODRAW | TS_MAPWHO,0,0,2278,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,246,TA_SOUTHWEST,0,0,23370,23370,0
78,73824,41050,41014,0,16584,3648,256,64,14,5,TS_NODRAW | TS_MAPWHO,0,0,2276,375,199,0,4,TM_WEAPON,9,WS_LONG_RANGE,245,TA_SOUTHWEST,0,0,23462,23462,0
79,73860,41086,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
80,73896,41122,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
81,73932,41158,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
82,73968,41194,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
83,74004,41230,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
84,74040,41266,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
85,74076,41302,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
86,74112,41338,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
87,74148,41374,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
88,74184,41410,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
89,74220,41446,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
90,74256,41482,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
91,74292,41518,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
92,74328,41554,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
93,74364,41590,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
94,74400,41626,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
95,74436,41662,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
96,74472,41698,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
97,74508,41734,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
98,74544,41770,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
99,74580,41806,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
100,74616,41842,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
101,74652,41878,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
102,74688,41914,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
103,74724,41950,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
104,74760,41986,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
105,74796,42022,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
106,74832,42058,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
107,74868,42094,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
108,74904,42130,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
109,74940,42166,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
110,74976,42202,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
111,75012,42238,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
112,75048,42274,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
113,75084,42310,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
114,75120,42346,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
115,75156,42382,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
116,75192,42418,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
117,75228,42454,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
118,75264,42490,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
119,75300,42526,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
120,75336,42562,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
121,75372,42598,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
122,75408,42634,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
123,75444,42670,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
124,75480,42706,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
125,75516,42742,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
126,75552,42778,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
127,75588,42814,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
128,75624,42850,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
129,75660,42886,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
130,75696,42922,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
131,75732,42958,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
132,75768,42994,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
133,75804,43030,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
134,75840,43066,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
135,75876,43102,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
136,75912,43138,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
137,75948,43174,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
138,75984,43210,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
