Index,GloOfs,RelOfs,Child,Parent,Xpos,Ypos,Zpos,Xtile,Ytile,Status,Status_S,Affect,BaseFrame,Frame,OldFrame,Life,WhoShotMe,Model,Model_S,State,Angle,Angle_S,ZAngle,Unknown
39,60186,27412,27262,0,17120,19744,896,66,77,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1049,4857,1050,50,0,5,TM_OBJECT,10,64,TA_SOUTHEAST,0,0,
40,60216,27442,0,0,10224,8320,896,39,32,6,TS_UNKNOWN_2 | TS_MAPWHO,0,571,2884,571,50,0,5,TM_OBJECT,31,128,TA_NORTHEAST,0,0,
41,60246,27472,0,27532,13064,10312,512,51,40,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1065,4936,1065,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
42,60276,27502,0,0,13008,10256,384,50,40,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1075,4668,1075,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
43,60306,27532,27472,0,13056,10304,640,51,40,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1075,4668,1075,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,
44,60336,27562,0,0,12664,10264,256,49,40,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2724,618,50,0,5,TM_OBJECT,1,128,TA_NORTHEAST,0,0,
45,60366,27592,0,28192,10960,13856,384,42,54,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,3,TA_SOUTHWEST,0,0,
46,60396,27622,0,27742,11204,10524,384,43,41,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,3,TA_SOUTHWEST,0,0,
47,60426,27652,0,27772,10948,10524,384,42,41,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,3,TA_SOUTHWEST,0,0,
48,60456,27682,0,27802,10692,10524,384,41,41,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,3,TA_SOUTHWEST,0,0,
49,60486,27712,0,27832,10436,10524,384,40,41,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,3,TA_SOUTHWEST,0,0,
50,60516,27742,27622,0,11076,10524,384,43,41,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,3,TA_SOUTHWEST,0,0,
51,60546,27772,27652,0,10820,10524,384,42,41,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,3,TA_SOUTHWEST,0,0,
52,60576,27802,27682,0,10564,10524,384,41,41,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,3,TA_SOUTHWEST,0,0,
53,60606,27832,27712,0,10308,10524,384,40,41,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,3,TA_SOUTHWEST,0,0,
54,60636,27862,12698,28222,10704,13856,384,41,54,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,3,TA_SOUTHWEST,0,0,
55,60666,27892,26512,28252,10192,13856,384,39,54,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,3,TA_SOUTHWEST,0,0,
56,60696,27922,0,28282,9936,13856,384,38,54,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,3,TA_SOUTHWEST,0,0,
57,60726,27952,0,28162,11728,13856,384,45,54,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,3,TA_SOUTHWEST,0,0,
58,60756,27982,0,28132,11984,13856,384,46,54,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,3,TA_SOUTHWEST,0,0,
59,60786,28012,0,28102,12496,13856,384,48,54,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,3,TA_SOUTHWEST,0,0,
60,60816,28042,0,28072,12752,13856,384,49,54,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,3,TA_SOUTHWEST,0,0,
61,60846,28072,28042,0,12624,13856,384,49,54,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,3,TA_SOUTHWEST,0,0,
62,60876,28102,28012,0,12368,13856,384,48,54,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,3,TA_SOUTHWEST,0,0,
63,60906,28132,27982,0,11856,13856,384,46,54,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,3,TA_SOUTHWEST,0,0,
64,60936,28162,27952,0,11600,13856,384,45,54,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,3,TA_SOUTHWEST,0,0,
65,60966,28192,27592,0,10832,13856,384,42,54,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,3,TA_SOUTHWEST,0,0,
66,60996,28222,27862,0,10576,13856,384,41,54,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,3,TA_SOUTHWEST,0,0,
67,61026,28252,27892,0,10064,13856,384,39,54,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,3,TA_SOUTHWEST,0,0,
68,61056,28282,27922,0,9808,13856,384,38,54,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,3,TA_SOUTHWEST,0,0,
69,61086,28312,0,28762,11032,13784,384,43,53,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1887,551,50,0,5,TM_OBJECT,19,67,TA_SOUTHEAST,0,0,
70,61116,28342,26542,28792,11032,13528,384,43,52,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1887,551,50,0,5,TM_OBJECT,19,67,TA_SOUTHEAST,0,0,
71,61146,28372,0,28582,12824,13784,384,50,53,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1887,551,50,0,5,TM_OBJECT,19,67,TA_SOUTHEAST,0,0,
72,61176,28402,0,28612,12824,13528,384,50,52,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1887,551,50,0,5,TM_OBJECT,19,67,TA_SOUTHEAST,0,0,
73,61206,28432,0,28642,12824,13272,384,50,51,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1887,551,50,0,5,TM_OBJECT,19,67,TA_SOUTHEAST,0,0,
74,61236,28462,0,28942,21280,19168,512,83,74,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1887,551,50,0,5,TM_OBJECT,19,195,TA_NORTHWEST,0,0,
75,61266,28492,0,28672,12824,13016,384,50,50,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1887,551,50,0,5,TM_OBJECT,19,67,TA_SOUTHEAST,0,0,
76,61296,28522,0,28702,12824,12760,384,50,49,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1887,551,50,0,5,TM_OBJECT,19,67,TA_SOUTHEAST,0,0,
77,61326,28552,0,28732,12824,12248,384,50,47,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1887,551,50,0,5,TM_OBJECT,19,67,TA_SOUTHEAST,0,0,
78,61356,28582,28372,0,12824,13656,384,50,53,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1887,551,50,0,5,TM_OBJECT,19,67,TA_SOUTHEAST,0,0,
79,61386,28612,28402,0,12824,13400,384,50,52,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1887,551,50,0,5,TM_OBJECT,19,67,TA_SOUTHEAST,0,0,
80,61416,28642,28432,0,12824,13144,384,50,51,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1887,551,50,0,5,TM_OBJECT,19,67,TA_SOUTHEAST,0,0,
81,61446,28672,28492,0,12824,12888,384,50,50,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1887,551,50,0,5,TM_OBJECT,19,67,TA_SOUTHEAST,0,0,
82,61476,28702,28522,0,12824,12632,384,50,49,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1887,551,50,0,5,TM_OBJECT,19,67,TA_SOUTHEAST,0,0,
83,61506,28732,28552,0,12824,12120,384,50,47,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1887,551,50,0,5,TM_OBJECT,19,67,TA_SOUTHEAST,0,0,
84,61536,28762,28312,0,11032,13656,384,43,53,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1887,551,50,0,5,TM_OBJECT,19,195,TA_NORTHWEST,0,0,
85,61566,28792,28342,29812,11032,13400,384,43,52,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1887,551,50,0,5,TM_OBJECT,19,195,TA_NORTHWEST,0,0,
86,61596,28822,0,28972,21280,18912,512,83,73,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1887,551,50,0,5,TM_OBJECT,19,195,TA_NORTHWEST,0,0,
87,61626,28852,0,29002,21280,18656,512,83,72,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1887,551,50,0,5,TM_OBJECT,19,195,TA_NORTHWEST,0,0,
88,61656,28882,0,29032,21280,18400,512,83,71,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1887,551,50,0,5,TM_OBJECT,19,195,TA_NORTHWEST,0,0,
89,61686,28912,0,29062,21280,18144,512,83,70,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1887,551,50,0,5,TM_OBJECT,19,195,TA_NORTHWEST,0,0,
90,61716,28942,28462,0,21280,19040,512,83,74,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1887,551,50,0,5,TM_OBJECT,19,67,TA_SOUTHEAST,0,0,
91,61746,28972,28822,29692,21280,18784,512,83,73,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1887,551,50,0,5,TM_OBJECT,19,67,TA_SOUTHEAST,0,0,
92,61776,29002,28852,0,21280,18528,512,83,72,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1887,551,50,0,5,TM_OBJECT,19,67,TA_SOUTHEAST,0,0,
93,61806,29032,28882,0,21280,18272,512,83,71,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1887,551,50,0,5,TM_OBJECT,19,67,TA_SOUTHEAST,0,0,
94,61836,29062,28912,0,21280,18016,512,83,70,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1887,551,50,0,5,TM_OBJECT,19,67,TA_SOUTHEAST,0,0,
95,61866,29092,0,29302,21200,19232,512,82,75,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,131,TA_NORTHEAST,0,0,
96,61896,29122,0,29272,20944,19232,512,81,75,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,131,TA_NORTHEAST,0,0,
97,61926,29152,0,29212,20432,19232,512,79,75,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,131,TA_NORTHEAST,0,0,
98,61956,29182,27112,29242,20176,19232,512,78,75,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,131,TA_NORTHEAST,0,0,
99,61986,29212,29152,0,20304,19232,512,79,75,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,131,TA_NORTHEAST,0,0,
100,62016,29242,29182,0,20048,19232,512,78,75,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,131,TA_NORTHEAST,0,0,
101,62046,29272,29122,0,20816,19232,512,81,75,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,131,TA_NORTHEAST,0,0,
102,62076,29302,29092,0,21072,19232,512,82,75,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,1886,550,50,0,5,TM_OBJECT,19,131,TA_NORTHEAST,0,0,
103,62106,29332,0,0,13952,13952,256,54,54,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2521,561,50,0,5,TM_OBJECT,25,0,TA_SOUTHWEST,0,0,
104,62136,29362,0,29392,13808,8272,768,53,32,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1071,4960,1071,50,0,5,TM_OBJECT,10,0,TA_SOUTHWEST,0,0,
105,62166,29392,29362,0,13752,8216,640,53,32,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1075,4667,1075,50,0,5,TM_OBJECT,10,0,TA_SOUTHWEST,0,0,
106,62196,29422,0,0,13796,20860,256,53,81,4,TS_MAPWHO,0,1109,4759,1110,40,0,5,TM_OBJECT,12,64,TA_SOUTHEAST,0,0,
107,62226,29452,14814,0,13824,8288,640,54,32,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1073,4666,1073,50,0,5,TM_OBJECT,10,0,TA_SOUTHWEST,0,0,
108,62256,29482,0,0,14192,19184,256,55,74,4,TS_MAPWHO,0,1101,4746,1101,40,0,5,TM_OBJECT,12,128,TA_NORTHEAST,0,0,
109,62286,29512,0,0,14572,18820,256,56,73,4,TS_MAPWHO,0,1101,4747,1102,40,0,5,TM_OBJECT,12,192,TA_NORTHWEST,0,0,
110,62316,29542,0,0,10032,10512,256,39,41,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2521,561,50,0,5,TM_OBJECT,25,192,TA_NORTHWEST,0,0,
111,62346,29572,0,0,18340,16508,384,71,64,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2521,561,50,0,5,TM_OBJECT,25,0,TA_SOUTHWEST,0,0,
112,62376,29602,0,0,17944,17944,256,70,70,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,2460,562,50,0,5,TM_OBJECT,26,0,TA_SOUTHWEST,0,0,
113,62406,29632,0,0,17848,21608,256,69,84,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1,1396,227,50,0,5,TM_OBJECT,22,0,TA_SOUTHWEST,0,0,
114,62436,29662,0,0,25072,21392,256,97,83,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1,1396,227,50,0,5,TM_OBJECT,22,0,TA_SOUTHWEST,0,0,
115,62466,29692,28972,0,21368,18696,1280,83,73,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,32,64,TA_SOUTHEAST,0,0,
116,62496,29722,0,0,21368,19208,1024,83,75,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,37,64,TA_SOUTHEAST,0,0,
117,62526,29752,0,0,17784,19336,1152,69,75,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,32,64,TA_SOUTHEAST,0,0,
118,62556,29782,0,0,13944,19720,896,54,77,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,37,64,TA_SOUTHEAST,0,0,
119,62586,29812,28792,0,11128,13320,1152,43,52,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,8267,1960,65534,0,5,TM_OBJECT,37,64,TA_SOUTHEAST,0,0,
120,62616,29842,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
121,62646,29872,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
122,62676,29902,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
123,62706,29932,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
124,62736,29962,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
125,62766,29992,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
126,62796,30022,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
127,62826,30052,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
128,62856,30082,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
129,62886,30112,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
130,62916,30142,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
131,62946,30172,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
132,62976,30202,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
133,63006,30232,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
134,63036,30262,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
135,63066,30292,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
136,63096,30322,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
137,63126,30352,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
138,63156,30382,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
139,63186,30412,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
140,63216,30442,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
141,63246,30472,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
142,63276,30502,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
143,63306,30532,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
144,63336,30562,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
145,63366,30592,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
146,63396,30622,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
147,63426,30652,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
148,63456,30682,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
149,63486,30712,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
150,63516,30742,0,0,0,0,0,0,0,0,TS_NONE,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,
