Index,GloOfs,RelOfs,Child,Parent,Xpos,Ypos,Zpos,Xtile,Ytile,Status,Status_S,Affect,BaseFrame,BaseFrame_S,Frame,OldFrame,Life,WhoShotMe,Model,Model_S,State,State_S,Angle,Angle_S,ZAngle,Connected
23,59706,26932,0,0,11896,5640,1024,46,22,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8658,1959,65534,0,5,TM_OBJECT,37,OS_WINDOWS_TRANSPARENT3,128,TA_NORTHEAST,0,0,
24,59736,26962,0,0,15480,4872,1152,60,19,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8267,1960,65534,0,5,TM_OBJECT,32,OS_WINDOWS_TRANSPARENT,64,TA_SOUTHEAST,0,0,
25,59766,26992,0,0,18808,6664,1024,73,26,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8267,1960,65534,0,5,TM_OBJECT,32,OS_WINDOWS_TRANSPARENT,64,TA_SOUTHEAST,0,0,
26,59796,27022,0,29902,20600,8712,1152,80,34,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8658,1959,65534,0,5,TM_OBJECT,37,OS_WINDOWS_TRANSPARENT3,128,TA_NORTHEAST,0,0,
27,59826,27052,0,0,21880,8712,1280,85,34,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8658,1959,65534,0,5,TM_OBJECT,37,OS_WINDOWS_TRANSPARENT3,128,TA_NORTHEAST,0,0,
28,59856,27082,0,28372,22392,7560,1280,87,29,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8267,1960,65534,0,5,TM_OBJECT,32,OS_WINDOWS_TRANSPARENT,192,TA_NORTHWEST,0,0,
29,59886,27112,0,29812,22136,14600,1152,86,57,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8267,1960,65534,0,5,TM_OBJECT,37,OS_WINDOWS_TRANSPARENT3,192,TA_NORTHWEST,0,0,
30,59916,27142,0,29362,19832,14344,1152,77,56,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8267,1960,65534,0,5,TM_OBJECT,37,OS_WINDOWS_TRANSPARENT3,192,TA_NORTHWEST,0,0,
31,59946,27172,0,27712,14456,14088,1024,56,55,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8658,1959,65534,0,5,TM_OBJECT,37,OS_WINDOWS_TRANSPARENT3,0,TA_SOUTHWEST,0,0,
32,59976,27202,6074,27292,15992,13704,1152,62,53,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8267,1960,65534,0,5,TM_OBJECT,32,OS_WINDOWS_TRANSPARENT,64,TA_SOUTHEAST,0,0,
33,60006,27232,0,27352,15960,14008,768,62,54,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0,
34,60036,27262,0,27382,15960,13496,768,62,52,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0,
35,60066,27292,27202,27412,15960,13752,768,62,53,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0,
36,60096,27322,0,27862,15972,12988,768,62,50,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
37,60126,27352,27232,0,15960,13880,768,62,54,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0,
38,60156,27382,27262,0,15960,13368,768,62,52,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0,
39,60186,27412,27292,0,15960,13624,768,62,53,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0,
40,60216,27442,0,27622,15792,14192,768,61,55,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
41,60246,27472,0,27562,15536,14192,768,60,55,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
42,60276,27502,0,27892,15972,12732,768,62,49,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
43,60306,27532,0,27592,15280,14192,768,59,55,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
44,60336,27562,27472,0,15408,14192,768,60,55,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
45,60366,27592,27532,0,15152,14192,768,59,55,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
46,60396,27622,27442,0,15664,14192,768,61,55,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
47,60426,27652,0,27922,15972,12476,768,62,48,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
48,60456,27682,0,27832,14640,14192,768,57,55,6,TS_UNKNOWN_2 | TS_MAPWHO,136,0,OB_NONE,2286,556,50,5890,5,TM_OBJECT,21,OS_WINDOW_DARK2,128,TA_NORTHEAST,0,0,
49,60486,27712,27172,27802,14384,14192,768,56,55,6,TS_UNKNOWN_2 | TS_MAPWHO,136,0,OB_NONE,2286,556,49,5890,5,TM_OBJECT,21,OS_WINDOW_DARK2,128,TA_NORTHEAST,0,0,
50,60516,27742,0,27772,14128,14192,768,55,55,6,TS_UNKNOWN_2 | TS_MAPWHO,64,0,OB_NONE,2286,556,40,0,5,TM_OBJECT,21,OS_WINDOW_DARK2,128,TA_NORTHEAST,0,0,
51,60546,27772,27742,0,14256,14192,768,55,55,6,TS_UNKNOWN_2 | TS_MAPWHO,64,0,OB_NONE,2286,556,45,0,5,TM_OBJECT,21,OS_WINDOW_DARK2,128,TA_NORTHEAST,0,0,
52,60576,27802,27712,0,14512,14192,768,56,55,6,TS_UNKNOWN_2 | TS_MAPWHO,136,0,OB_NONE,2286,556,49,5890,5,TM_OBJECT,21,OS_WINDOW_DARK2,128,TA_NORTHEAST,0,0,
53,60606,27832,27682,0,14768,14192,768,57,55,6,TS_UNKNOWN_2 | TS_MAPWHO,136,0,OB_NONE,2286,556,50,5890,5,TM_OBJECT,21,OS_WINDOW_DARK2,128,TA_NORTHEAST,0,0,
54,60636,27862,27322,0,15972,12860,768,62,50,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
55,60666,27892,27502,0,15972,12604,768,62,49,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
56,60696,27922,27652,0,15972,12348,768,62,48,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
57,60726,27952,0,27982,16620,10052,768,64,39,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,0,TA_SOUTHWEST,0,0,
58,60756,27982,27952,0,16508,10052,768,64,39,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,0,TA_SOUTHWEST,0,0,
59,60786,28012,0,28042,16704,9968,768,65,38,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0,
60,60816,28042,28012,0,16708,9852,768,65,38,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0,
61,60846,28072,0,0,15724,10036,896,61,39,6,TS_UNKNOWN_2 | TS_MAPWHO,136,0,OB_NONE,2286,556,50,6074,5,TM_OBJECT,21,OS_WINDOW_DARK2,128,TA_NORTHEAST,0,0,
62,60876,28102,0,28132,18156,10052,768,70,39,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
63,60906,28132,28102,0,18028,10052,768,70,39,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
64,60936,28162,0,28222,18552,10056,768,72,39,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
65,60966,28192,0,0,18808,10056,768,73,39,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
66,60996,28222,28162,0,18680,10056,768,72,39,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
67,61026,28252,0,28582,22324,8652,768,87,33,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0,
68,61056,28282,0,28612,22324,8396,768,87,32,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0,
69,61086,28312,0,28552,22324,8140,768,87,31,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0,
70,61116,28342,0,28522,22324,7884,768,87,30,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0,
71,61146,28372,27082,28492,22324,7628,768,87,29,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0,
72,61176,28402,0,28462,22324,7372,768,87,28,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0,
73,61206,28432,0,0,22324,7116,768,87,27,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0,
74,61236,28462,28402,0,22324,7244,768,87,28,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0,
75,61266,28492,28372,0,22324,7500,768,87,29,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0,
76,61296,28522,28342,0,22324,7756,768,87,30,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0,
77,61326,28552,28312,0,22324,8012,768,87,31,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0,
78,61356,28582,28252,0,22324,8524,768,87,33,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0,
79,61386,28612,28282,0,22324,8268,768,87,32,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0,
80,61416,28642,0,0,22220,8756,768,86,34,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
81,61446,28672,0,28702,21612,8756,768,84,34,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
82,61476,28702,28672,0,21740,8756,768,84,34,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
83,61506,28732,0,28762,21208,8760,768,82,34,6,TS_UNKNOWN_2 | TS_MAPWHO,64,0,OB_NONE,2286,556,38,0,5,TM_OBJECT,21,OS_WINDOW_DARK2,128,TA_NORTHEAST,0,0,
84,61536,28762,28732,0,21084,8756,768,82,34,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
85,61566,28792,0,28852,21640,15704,768,84,61,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
86,61596,28822,0,0,21768,15704,768,85,61,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
87,61626,28852,28792,0,21508,15708,768,84,61,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,2671,552,50,0,5,TM_OBJECT,18,OS_WINDOW_OPEN,128,TA_NORTHEAST,0,0,
88,61656,28882,0,29002,19620,15980,768,76,62,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
89,61686,28912,0,28972,19364,15980,768,75,62,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
90,61716,28942,0,29032,19108,15980,768,74,62,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
91,61746,28972,28912,0,19236,15980,768,75,62,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
92,61776,29002,28882,0,19492,15980,768,76,62,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
93,61806,29032,28942,0,18980,15980,768,74,62,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
94,61836,29062,0,29152,18612,15980,768,72,62,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
95,61866,29092,0,29182,18356,15980,768,71,62,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
96,61896,29122,0,29212,18100,15980,768,70,62,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
97,61926,29152,29062,0,18484,15980,768,72,62,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
98,61956,29182,29092,0,18228,15980,768,71,62,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
99,61986,29212,29122,0,17972,15980,768,70,62,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
100,62016,29242,26452,29422,19808,15792,768,77,61,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
101,62046,29272,0,29482,19808,15536,768,77,60,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
102,62076,29302,0,29452,19808,15280,768,77,59,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
103,62106,29332,0,29512,19812,14764,768,77,57,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
104,62136,29362,27142,29542,19812,14508,768,77,56,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
105,62166,29392,0,29572,19812,14252,768,77,55,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
106,62196,29422,29242,0,19808,15664,768,77,61,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
107,62226,29452,29302,0,19808,15152,768,77,59,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
108,62256,29482,29272,0,19808,15408,768,77,60,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
109,62286,29512,29332,0,19812,14636,768,77,57,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
110,62316,29542,29362,0,19812,14380,768,77,56,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
111,62346,29572,29392,0,19812,14124,768,77,55,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
112,62376,29602,0,29632,13436,5668,1152,52,22,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,2670,553,50,0,5,TM_OBJECT,18,OS_WINDOW_OPEN,192,TA_NORTHWEST,0,0,
113,62406,29632,29602,0,13344,5760,1152,52,22,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,0,TA_SOUTHWEST,0,0,
114,62436,29662,26512,0,22100,15388,768,86,60,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0,
