Index,GloOfs,RelOfs,Child,Parent,Xpos,Ypos,Zpos,Xtile,Ytile,Status,Status_S,Affect,BaseFrame,BaseFrame_S,Frame,OldFrame,Life,WhoShotMe,Model,Model_S,State,State_S,Angle,Angle_S,ZAngle,Connected
33,60006,27232,27202,0,16472,9576,896,64,37,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1061,OB_NEONSIGN_LARGE_BLUE,4988,1062,50,0,5,TM_OBJECT,10,OS_NEON_SIGN,64,TA_SOUTHEAST,0,0
34,60036,27262,0,27292,16488,9272,1024,64,36,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1065,OB_NEONSIGN_LARGE_WHITE,4935,1066,50,0,5,TM_OBJECT,10,OS_NEON_SIGN,64,TA_SOUTHEAST,0,0
35,60066,27292,27262,0,16472,9256,896,64,36,6,TS_UNKNOWN_2 | TS_MAPWHO,0,1059,OB_NEONSIGN_LARGE_YELLOW,4995,1060,50,0,5,TM_OBJECT,10,OS_NEON_SIGN,64,TA_SOUTHEAST,0,0
36,60096,27322,0,0,17696,9056,384,69,35,4,TS_MAPWHO,0,1121,VALUE_UNDEFINED,4774,1122,50,0,5,TM_OBJECT,17,OS_UNKNOWN_11,64,TA_SOUTHEAST,0,0
37,60126,27352,0,0,15464,6168,896,60,24,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,191,TA_NORTHWEST,0,0
38,60156,27382,0,0,16484,11036,1024,64,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,63,TA_SOUTHEAST,0,0
39,60186,27412,27172,28162,16488,10776,1024,64,42,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,63,TA_SOUTHEAST,0,0
40,60216,27442,26722,0,15464,5656,896,60,22,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,191,TA_NORTHWEST,0,0
41,60246,27472,0,30112,16168,18920,768,63,73,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,193,TA_NORTHWEST,0,0
42,60276,27502,0,30082,16168,18664,768,63,72,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,193,TA_NORTHWEST,0,0
43,60306,27532,0,30052,16168,18408,768,63,71,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,193,TA_NORTHWEST,0,0
44,60336,27562,0,30022,16168,18152,768,63,70,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,193,TA_NORTHWEST,0,0
45,60366,27592,0,0,0,0,0,0,0,0,TS_NONE,0,0,OB_NONE,0,0,0,0,0,TM_NONE,0,OS_NONE,0,TA_SOUTHWEST,0,0
46,60396,27622,0,0,17024,6784,1016,66,26,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,4631,1040,100,0,5,TM_OBJECT,5,OS_TRAFFIC_ORB_RED_YELLOW2,221,TA_WEST,0,0
47,60426,27652,0,0,21888,6784,1032,85,26,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,4634,1043,100,0,5,TM_OBJECT,8,OS_TRAFFIC_ORB_YELLOW_GREEN,183,TA_NORTHWEST,0,0
48,60456,27682,0,0,21120,13184,1024,82,51,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,4633,1042,100,0,5,TM_OBJECT,7,OS_TRAFFIC_ORB_GREEN_RED,70,TA_SOUTHEAST,0,0
49,60486,27712,0,0,15592,18952,1280,60,74,6,TS_UNKNOWN_2 | TS_MAPWHO,0,570,OB_BILLBOARD_TRAVEL_SW,2554,570,50,0,5,TM_OBJECT,31,OS_BILLBOARD,63,TA_SOUTHEAST,0,0
50,60516,27742,11962,0,16488,10264,1024,64,40,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,63,TA_SOUTHEAST,0,0
51,60546,27772,0,0,21120,20608,1016,82,80,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,4634,1043,100,0,5,TM_OBJECT,8,OS_TRAFFIC_ORB_YELLOW_GREEN,143,TA_NORTHEAST,0,0
52,60576,27802,8926,28072,16488,10008,1024,64,39,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,63,TA_SOUTHEAST,0,0
53,60606,27832,0,0,16488,8984,1024,64,35,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,63,TA_SOUTHEAST,0,0
54,60636,27862,0,28012,16488,8728,1024,64,34,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,63,TA_SOUTHEAST,0,0
55,60666,27892,0,0,16488,8216,1024,64,32,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,63,TA_SOUTHEAST,0,0
56,60696,27922,0,27952,16488,7960,1024,64,31,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,63,TA_SOUTHEAST,0,0
57,60726,27952,27922,0,16488,8088,1024,64,31,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,63,TA_SOUTHEAST,0,0
58,60756,27982,27142,0,16488,7832,1024,64,30,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,63,TA_SOUTHEAST,0,0
59,60786,28012,27862,0,16488,8856,1024,64,34,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,63,TA_SOUTHEAST,0,0
60,60816,28042,0,0,16488,8600,1024,64,33,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,63,TA_SOUTHEAST,0,0
61,60846,28072,27802,0,16488,10136,1024,64,39,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,63,TA_SOUTHEAST,0,0
62,60876,28102,0,0,16488,9880,1024,64,38,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,63,TA_SOUTHEAST,0,0
63,60906,28132,0,0,16488,10648,1024,64,41,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,63,TA_SOUTHEAST,0,0
64,60936,28162,27412,0,16488,10904,1024,64,42,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,63,TA_SOUTHEAST,0,0
65,60966,28192,13710,0,15464,4376,896,60,17,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,191,TA_NORTHWEST,0,0
66,60996,28222,0,0,15464,6040,896,60,23,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,191,TA_NORTHWEST,0,0
67,61026,28252,0,0,15464,5528,896,60,21,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,191,TA_NORTHWEST,0,0
68,61056,28282,0,0,15464,4760,896,60,18,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,191,TA_NORTHWEST,0,0
69,61086,28312,0,0,15468,4260,896,60,16,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,191,TA_NORTHWEST,0,0
70,61116,28342,0,0,11632,12320,1024,45,48,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,191,TA_NORTHWEST,0,0
71,61146,28372,0,28792,11632,12064,1024,45,47,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,191,TA_NORTHWEST,0,0
72,61176,28402,0,28732,11632,11808,1024,45,46,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,191,TA_NORTHWEST,0,0
73,61206,28432,0,0,11632,11296,1024,45,44,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,191,TA_NORTHWEST,0,0
74,61236,28462,0,28702,11632,11040,1024,45,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,191,TA_NORTHWEST,0,0
75,61266,28492,0,28672,11632,10784,1024,45,42,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,191,TA_NORTHWEST,0,0
76,61296,28522,0,28642,11632,10528,1024,45,41,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,191,TA_NORTHWEST,0,0
77,61326,28552,0,28582,11632,10272,1024,45,40,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,191,TA_NORTHWEST,0,0
78,61356,28582,28552,0,11624,10392,1024,45,40,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,191,TA_NORTHWEST,0,0
79,61386,28612,0,0,11624,10136,1024,45,39,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,191,TA_NORTHWEST,0,0
80,61416,28642,28522,0,11624,10648,1024,45,41,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,191,TA_NORTHWEST,0,0
81,61446,28672,28492,0,11624,10904,1024,45,42,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,191,TA_NORTHWEST,0,0
82,61476,28702,28462,0,11624,11160,1024,45,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,191,TA_NORTHWEST,0,0
83,61506,28732,28402,0,11624,11928,1024,45,46,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,191,TA_NORTHWEST,0,0
84,61536,28762,0,0,11624,11672,1024,45,45,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,191,TA_NORTHWEST,0,0
85,61566,28792,28372,0,11624,12184,1024,45,47,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,191,TA_NORTHWEST,0,0
86,61596,28822,0,29032,24088,17624,384,94,68,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,65,TA_SOUTHEAST,0,0
87,61626,28852,0,29002,24088,17368,384,94,67,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,65,TA_SOUTHEAST,0,0
88,61656,28882,0,28942,24088,17112,384,94,66,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,65,TA_SOUTHEAST,0,0
89,61686,28912,0,28972,24088,16856,384,94,65,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,65,TA_SOUTHEAST,0,0
90,61716,28942,28882,0,24088,16984,384,94,66,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,65,TA_SOUTHEAST,0,0
91,61746,28972,28912,0,24088,16728,384,94,65,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,65,TA_SOUTHEAST,0,0
92,61776,29002,28852,0,24088,17240,384,94,67,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,65,TA_SOUTHEAST,0,0
93,61806,29032,28822,0,24088,17496,384,94,68,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,65,TA_SOUTHEAST,0,0
94,61836,29062,0,29122,24024,17704,384,93,69,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,129,TA_NORTHEAST,0,0
95,61866,29092,0,29152,23768,17704,384,92,69,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,129,TA_NORTHEAST,0,0
96,61896,29122,29062,0,23896,17704,384,93,69,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,129,TA_NORTHEAST,0,0
97,61926,29152,29092,0,23640,17704,384,92,69,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,129,TA_NORTHEAST,0,0
98,61956,29182,0,29992,16168,17896,768,63,69,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,193,TA_NORTHWEST,0,0
99,61986,29212,0,29962,16168,17640,768,63,68,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,193,TA_NORTHWEST,0,0
100,62016,29242,0,29932,16168,17384,768,63,67,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,193,TA_NORTHWEST,0,0
101,62046,29272,0,29902,16168,17128,768,63,66,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,193,TA_NORTHWEST,0,0
102,62076,29302,0,29872,16168,16872,768,63,65,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,193,TA_NORTHWEST,0,0
103,62106,29332,0,29842,16168,16360,768,63,63,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,193,TA_NORTHWEST,0,0
104,62136,29362,0,29812,16168,16104,768,63,62,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,193,TA_NORTHWEST,0,0
105,62166,29392,0,29782,16168,15848,768,63,61,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,193,TA_NORTHWEST,0,0
106,62196,29422,0,29752,16168,15592,768,63,60,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,193,TA_NORTHWEST,0,0
107,62226,29452,0,29722,16168,15336,768,63,59,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,193,TA_NORTHWEST,0,0
108,62256,29482,0,29692,16168,15080,768,63,58,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,193,TA_NORTHWEST,0,0
109,62286,29512,0,29662,16168,14824,768,63,57,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,193,TA_NORTHWEST,0,0
110,62316,29542,0,29602,16168,14568,768,63,56,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,193,TA_NORTHWEST,0,0
111,62346,29572,0,29632,16168,14312,768,63,55,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,193,TA_NORTHWEST,0,0
112,62376,29602,29542,0,16168,14440,768,63,56,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,193,TA_NORTHWEST,0,0
113,62406,29632,29572,0,16168,14184,768,63,55,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,193,TA_NORTHWEST,0,0
114,62436,29662,29512,0,16168,14696,768,63,57,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,193,TA_NORTHWEST,0,0
115,62466,29692,29482,0,16168,14952,768,63,58,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,193,TA_NORTHWEST,0,0
116,62496,29722,29452,0,16168,15208,768,63,59,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,193,TA_NORTHWEST,0,0
