Index,GloOfs,RelOfs,Child,Parent,Xpos,Ypos,Zpos,Xtile,Ytile,Status,Status_S,Affect,BaseFrame,BaseFrame_S,Frame,OldFrame,Life,WhoShotMe,Model,Model_S,State,State_S,Angle,Angle_S,ZAngle,Connected
13,59406,26632,0,0,23168,10928,256,90,42,4,TS_MAPWHO,0,1077,OB_DOOR_LARGE_CIRCULAR,4707,1077,40,0,5,TM_OBJECT,12,OS_DOOR,0,TA_SOUTHWEST,0,0,
14,59436,26662,0,28522,10460,11060,384,40,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
15,59466,26692,0,0,9948,11060,384,38,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
16,59496,26722,0,26902,10204,11060,384,39,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
17,59526,26752,0,0,10884,11068,384,42,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
18,59556,26782,0,26872,11140,11068,384,43,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
19,59586,26812,0,26842,11396,11068,384,44,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
20,59616,26842,26812,0,11268,11068,384,44,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
21,59646,26872,26782,0,11012,11068,384,43,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
22,59676,26902,26722,0,10076,11060,384,39,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
23,59706,26932,0,30832,24112,7920,384,94,30,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,2670,553,50,0,5,TM_OBJECT,18,OS_WINDOW_OPEN,192,TA_NORTHWEST,0,0,
24,59736,26962,0,26992,11568,10992,384,45,42,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
25,59766,26992,26962,0,11572,10876,384,45,42,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
26,59796,27022,0,27082,11580,10484,384,45,40,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
27,59826,27052,0,27112,11580,10228,384,45,39,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
28,59856,27082,27022,0,11580,10356,384,45,40,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
29,59886,27112,27052,0,11572,10092,384,45,39,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0,
30,59916,27142,0,0,11584,9728,384,45,38,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0,
31,59946,27172,0,0,11588,9612,384,45,37,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0,
32,59976,27202,0,0,11584,9216,384,45,36,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,64,TA_SOUTHEAST,0,0,
33,60006,27232,0,30502,24120,10232,384,94,39,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,2670,553,50,0,5,TM_OBJECT,18,OS_WINDOW_OPEN,192,TA_NORTHWEST,0,0,
34,60036,27262,0,30472,11584,9088,384,45,35,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
35,60066,27292,0,0,11584,8832,384,45,34,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
36,60096,27322,0,0,11584,8448,384,45,33,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
37,60126,27352,0,0,11588,8332,384,45,32,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
38,60156,27382,0,0,11592,7944,384,45,31,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
39,60186,27412,0,30292,23672,11064,384,92,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,2671,552,50,0,5,TM_OBJECT,18,OS_WINDOW_OPEN,0,TA_SOUTHWEST,0,0,
40,60216,27442,0,31012,11592,7816,384,45,30,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
41,60246,27472,0,0,11592,7560,384,45,29,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
42,60276,27502,0,27592,12764,11060,384,49,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,0,TA_SOUTHWEST,0,0,
43,60306,27532,0,29002,20196,11052,384,78,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,2671,552,50,0,5,TM_OBJECT,18,OS_WINDOW_OPEN,128,TA_NORTHEAST,0,0,
44,60336,27562,0,0,12252,11060,384,47,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,0,TA_SOUTHWEST,0,0,
45,60366,27592,27502,0,12636,11060,384,49,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
46,60396,27622,0,29242,12380,11060,384,48,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
47,60426,27652,0,27892,13164,11060,384,51,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
48,60456,27682,0,27952,13420,11060,384,52,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
49,60486,27712,0,28012,13676,11060,384,53,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
50,60516,27742,0,28042,13932,11060,384,54,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
51,60546,27772,0,28072,14188,11060,384,55,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
52,60576,27802,0,28102,14444,11060,384,56,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
53,60606,27832,0,28132,14700,11060,384,57,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
54,60636,27862,0,28162,14956,11060,384,58,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
55,60666,27892,27652,0,13292,11060,384,51,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
56,60696,27922,0,28492,15476,11068,384,60,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
57,60726,27952,27682,0,13548,11060,384,52,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
58,60756,27982,0,33742,15732,11068,384,61,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
59,60786,28012,27712,0,13804,11060,384,53,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
60,60816,28042,27742,0,14060,11060,384,54,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
61,60846,28072,27772,0,14316,11060,384,55,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
62,60876,28102,27802,0,14572,11060,384,56,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
63,60906,28132,27832,0,14828,11060,384,57,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
64,60936,28162,27862,0,15084,11060,384,58,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
65,60966,28192,0,28552,15988,11068,384,62,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
66,60996,28222,0,28582,16244,11068,384,63,43,6,TS_UNKNOWN_2 | TS_MAPWHO,512,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
67,61026,28252,0,28612,16500,11068,384,64,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
68,61056,28282,0,28642,16756,11068,384,65,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
69,61086,28312,0,28732,17012,11068,384,66,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
70,61116,28342,0,28762,17268,11068,384,67,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
71,61146,28372,0,28792,17532,11076,384,68,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,2671,552,50,0,5,TM_OBJECT,18,OS_WINDOW_OPEN,128,TA_NORTHEAST,0,0,
72,61176,28402,0,28822,17780,11068,384,69,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
73,61206,28432,0,28852,18036,11068,384,70,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
74,61236,28462,0,28882,18292,11068,384,71,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
75,61266,28492,27922,0,15604,11068,384,60,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
76,61296,28522,26662,0,10320,11056,384,40,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,2671,552,50,0,5,TM_OBJECT,18,OS_WINDOW_OPEN,0,TA_SOUTHWEST,0,0,
77,61326,28552,28192,0,16116,11068,384,62,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
78,61356,28582,28222,0,16372,11068,384,63,43,6,TS_UNKNOWN_2 | TS_MAPWHO,512,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
79,61386,28612,28252,0,16628,11068,384,64,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
80,61416,28642,28282,0,16884,11068,384,65,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
81,61446,28672,0,29092,18808,11064,384,73,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
82,61476,28702,0,29122,19064,11064,384,74,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
83,61506,28732,28312,0,17140,11068,384,66,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
84,61536,28762,28342,0,17396,11068,384,67,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
85,61566,28792,28372,0,17652,11068,384,68,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
86,61596,28822,28402,0,17908,11068,384,69,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
87,61626,28852,28432,0,18164,11068,384,70,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
88,61656,28882,28462,0,18420,11068,384,71,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
89,61686,28912,0,29152,19320,11064,384,75,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
90,61716,28942,0,29182,19576,11064,384,76,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
91,61746,28972,0,29212,19832,11064,384,77,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
92,61776,29002,27532,0,20088,11064,384,78,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
93,61806,29032,0,29272,20344,11064,384,79,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
94,61836,29062,0,29302,20600,11064,384,80,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
95,61866,29092,28672,0,18936,11064,384,73,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
96,61896,29122,28702,0,19192,11064,384,74,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
97,61926,29152,28912,0,19448,11064,384,75,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
98,61956,29182,28942,0,19704,11064,384,76,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
99,61986,29212,28972,0,19960,11064,384,77,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
100,62016,29242,27622,0,12516,11068,384,48,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,0,TA_SOUTHWEST,0,0,
101,62046,29272,29032,0,20472,11064,384,79,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
102,62076,29302,29062,0,20724,11068,384,80,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
103,62106,29332,0,29422,21096,11064,384,82,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
104,62136,29362,0,29452,21352,11064,384,83,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
105,62166,29392,0,29482,21616,11072,384,84,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
106,62196,29422,29332,0,21232,11072,384,82,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
107,62226,29452,29362,0,21488,11072,384,83,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
108,62256,29482,29392,0,21744,11072,384,84,43,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1886,550,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,128,TA_NORTHEAST,0,0,
109,62286,29512,0,29542,21812,11004,384,85,42,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
110,62316,29542,29512,0,21816,10888,384,85,42,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
111,62346,29572,0,0,21824,10496,384,85,41,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
112,62376,29602,0,29632,21824,10240,384,85,40,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
113,62406,29632,29602,0,21824,10368,384,85,40,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
114,62436,29662,0,0,21824,10112,384,85,39,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
115,62466,29692,0,29722,21812,9708,384,85,37,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
116,62496,29722,29692,0,21812,9596,384,85,37,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
117,62526,29752,0,29812,21816,9208,384,85,35,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,1887,551,50,0,5,TM_OBJECT,19,OS_WINDOW_CLOSED,192,TA_NORTHWEST,0,0,
